токен,класс,k,размах,диаметр,мин. пара
Ġplayed,смысл-редк,2,0.5577828535999415,0.5577828535999415,0.5577828535999415
Ġnot,служ,3,0.5919939929187941,0.6794279309277969,0.5065865660664004
Ġby,служ,2,0.5550126180560765,0.5550126180560765,0.5550126180560765
Ġin,служ,2,0.5841194903018376,0.5841194903018376,0.5841194903018376
Ġ',пункт,2,0.26259513994678185,0.26259513994678185,0.26259513994678185
Ġ.,пункт,3,0.3741166220476251,0.4530687881364702,0.2568133278755152
Ġhe,служ,2,0.5548922902854578,0.5548922902854578,0.5548922902854578
ĠWatson,смысл-редк,2,0.530193412994656,0.530193412994656,0.530193412994656
Ġdaughter,смысл-редк,2,0.44155187034060794,0.44155187034060794,0.44155187034060794
000,пункт,2,0.6704977625329271,0.6704977625329271,0.6704977625329271
Ġdefender,смысл-редк,2,0.4950145067931375,0.4950145067931375,0.4950145067931375
Ġaffair,смысл-редк,2,0.5329848339793645,0.5329848339793645,0.5329848339793645
Ġmoney,смысл-част,2,0.65695329335876,0.65695329335876,0.65695329335876
Ġbut,служ,2,0.5085349350499861,0.5085349350499861,0.5085349350499861
Ġcame,смысл-част,2,0.3849452154814607,0.3849452154814607,0.3849452154814607
Ġand,служ,8,0.5406721620132572,0.7154707332919064,0.42542033711964805
Ġ',пункт,2,0.20621886995562083,0.20621886995562083,0.20621886995562083
Ġwith,служ,3,0.492446916098451,0.5556889116852729,0.4258297981282885
Ġa,служ,4,0.4772527706421772,0.5219459035894779,0.4158311011239226
ĠDi,смысл-редк,2,0.5186222966484874,0.5186222966484874,0.5186222966484874
ĠMaria,смысл-редк,3,0.3894399518808394,0.40626735978371326,0.37553656209079966
Ġ(,пункт,3,0.3217608502123113,0.36179165010452957,0.2817984283966643
cos,подслово,3,0.4863235426769333,0.5980229936833567,0.32137328164975015
Ġthe,служ,4,0.8689563048365491,1.342401379381665,0.32232048696004645
Ġbefore,служ,2,0.5313297849175784,0.5313297849175784,0.5313297849175784
Ġhow,служ,2,0.42864351135788903,0.42864351135788903,0.42864351135788903
Ġshe,служ,2,0.48385456022551293,0.48385456022551293,0.48385456022551293
jo,подслово,5,0.4236701959502354,0.5500258938926006,0.3016737040910976
Ġto,служ,3,0.5375386276382936,0.583659995045844,0.47175149091961166
Ġin,служ,4,0.5504947349042667,0.588798180393558,0.4986940967262956
Ġnext,смысл-част,2,0.8139688204142369,0.8139688204142369,0.8139688204142369
ĠRo,смысл-редк,7,0.4590298610015019,0.6023957322391297,0.29727337990233854
),пункт,3,0.43936183197328693,0.5173055855998545,0.34074899772412276
",",пункт,2,1.020933782327618,1.020933782327618,1.020933782327618
Ġwas,служ,3,0.4995055220269071,0.568031023261946,0.4505354692260381
ston,подслово,2,0.2835907955035164,0.2835907955035164,0.2835907955035164
Ġas,служ,2,0.4153253097363447,0.4153253097363447,0.4153253097363447
Ġsaid,смысл-част,2,0.4537274727659385,0.4537274727659385,0.4537274727659385
ĠWatson,смысл-редк,2,0.16070568989335327,0.16070568989335327,0.16070568989335327
Ġdaughter,смысл-редк,2,0.4404639880077657,0.4404639880077657,0.4404639880077657
Ġfor,служ,2,0.4402890228810627,0.4402890228810627,0.4402890228810627
Ġher,служ,2,0.41289745421403673,0.41289745421403673,0.41289745421403673
.,пункт,6,0.8205953522496023,1.4544460916003188,0.3721847980691755
left,подслово,2,0.23257102816330358,0.23257102816330358,0.23257102816330358
ĠManchester,смысл-редк,2,0.3020674247712594,0.3020674247712594,0.3020674247712594
ĠUnited,смысл-част,2,0.4479823870863049,0.4479823870863049,0.4479823870863049
ĠA,служ,2,0.2650978625508572,0.2650978625508572,0.2650978625508572
ĠSunday,смысл-редк,2,0.5597930931296127,0.5597930931296127,0.5597930931296127
Ġthey,служ,3,0.39579683825397977,0.40532161394185995,0.3907058875166099
ĠNASA,смысл-редк,3,0.4847186659504805,0.5970023135059292,0.2846163271291591
Ġwas,служ,6,0.5015008620062947,0.6400220784875771,0.3402368753778352
ĠIf,служ,2,0.4511740475054562,0.4511740475054562,0.4511740475054562
Ġof,служ,3,0.40658167393035866,0.43904798533262357,0.3729537280058035
Ġthat,служ,5,0.4945566332305402,0.6547509604925941,0.32555143119090246
Ġclouds,смысл-редк,2,0.44892670513828786,0.44892670513828786,0.44892670513828786
Ġland,смысл-част,4,0.3753554652653664,0.41941150137285904,0.34487308960319435
form,подслово,2,0.25052195295114826,0.25052195295114826,0.25052195295114826
Ġunusual,смысл-редк,2,0.30738184690746634,0.30738184690746634,0.30738184690746634
Ġaliens,смысл-редк,4,0.3607568484054421,0.40015417360193345,0.2972441960846297
ĠM,служ,2,0.3321337536785984,0.3321337536785984,0.3321337536785984
Ġaround,служ,2,0.40396561044116647,0.40396561044116647,0.40396561044116647
Ġthere,служ,2,0.7003860662906415,0.7003860662906415,0.7003860662906415
Ġto,служ,4,0.4720701429386553,0.5375351869869693,0.4372847916330958
Ġby,служ,2,0.20333088272166375,0.20333088272166375,0.20333088272166375
.,пункт,12,0.9268182654072205,1.4509933603102614,0.04223198880958627
Ġit,служ,6,0.48204685464083397,0.6216517558400084,0.20270100651448736
"Ġ""",пункт,5,0.37186320451654764,0.5108862897174192,0.21520893732268195
Ġon,служ,2,0.23992820812630364,0.23992820812630364,0.23992820812630364
Ġa,служ,6,0.440756682016185,0.547032982852039,0.33554583676549354
ĠMart,смысл-редк,2,0.16741291624476803,0.16741291624476803,0.16741291624476803
"""",пункт,3,0.48500737712220665,0.5907897505300557,0.3121676283377425
Ġyou,служ,3,0.5096481661898898,0.5398905668053442,0.491623371373545
Ġfrom,служ,3,0.5943733903802526,0.7790243467591982,0.2945738239323859
Ġdo,служ,2,0.7090542637617555,0.7090542637617555,0.7090542637617555
ĠIt,служ,2,0.19409803974788273,0.19409803974788273,0.19409803974788273
Ġthen,служ,2,0.36331511475457445,0.36331511475457445,0.36331511475457445
ian,подслово,2,0.22545166219059926,0.22545166219059926,0.22545166219059926
",",пункт,5,0.43147184655041326,0.5494102127191022,0.3304608685411519
GS,подслово,2,0.4432381906911056,0.4432381906911056,0.4432381906911056
Ġout,служ,2,0.48285109377839835,0.48285109377839835,0.48285109377839835
ĠViking,смысл-редк,2,0.36840526803436185,0.36840526803436185,0.36840526803436185
Ġmore,служ,2,0.7126729072379573,0.7126729072379573,0.7126729072379573
Ġare,служ,2,0.5774747978147956,0.5774747978147956,0.5774747978147956
Ġcommon,смысл-част,2,0.5009229626433166,0.5009229626433166,0.5009229626433166
Ġspacecraft,смысл-редк,2,0.3513978799933725,0.3513978799933725,0.3513978799933725
Ġthe,служ,2,0.46075070631036186,0.46075070631036186,0.46075070631036186
Ġaliens,смысл-редк,4,0.3163854918971703,0.38454101002901214,0.1710200041327103
Ġmes,смысл-редк,2,0.36796455851336457,0.36796455851336457,0.36796455851336457
Ġthen,служ,2,0.3607341750043325,0.3607341750043325,0.3607341750043325
ĠIt,служ,2,0.24050334368440404,0.24050334368440404,0.24050334368440404
.,пункт,12,0.9259423153987759,1.4449595767048977,0.05504051485723878
Ġfrom,служ,3,0.5901510449632316,0.7734902667793018,0.2924812126957699
Ġto,служ,5,0.5213628698661448,0.6057788346593389,0.4341783816460945
ĠMars,смысл-редк,2,0.23449302364030633,0.23449302364030633,0.23449302364030633
Ġonly,служ,2,0.4743488839418566,0.4743488839418566,0.4743488839418566
Ġthe,служ,2,1.2645542134580088,1.2645542134580088,1.2645542134580088
Ġa,служ,6,0.43164354583641956,0.5431469370675416,0.25813693685604083
",",пункт,6,0.4171232629310989,0.5455072794261852,0.3281133207599552
Ġwas,служ,7,0.43550610573801496,0.6146541458545718,0.27155405432953966
Ġland,смысл-част,3,0.3551850051968392,0.3677785804006116,0.3424231594197311
ĠViking,смысл-редк,2,0.3410882404988879,0.3410882404988879,0.3410882404988879
Ġhad,служ,4,0.5160851882894505,0.6263514157744761,0.3703369294204394
Ġon,служ,2,0.36414374985254655,0.36414374985254655,0.36414374985254655
ens,подслово,2,0.36193955992404203,0.36193955992404203,0.36193955992404203
Ġthat,служ,3,0.4966465310306754,0.6223216291580678,0.3376335716855841
Ġcommon,смысл-част,2,0.5371595678197475,0.5371595678197475,0.5371595678197475
Ġthrough,служ,2,0.3301940192484314,0.3301940192484314,0.3301940192484314
Ġit,служ,3,0.4815159765631629,0.5749645220845653,0.42213748617569224
ĠIf,служ,3,0.32859313413047814,0.37804604198564434,0.27557236934361984
Ġdid,служ,2,0.6646112978636396,0.6646112978636396,0.6646112978636396
Ġout,служ,2,0.4794209871553301,0.4794209871553301,0.4794209871553301
Ġthey,служ,2,0.42546041328730116,0.42546041328730116,0.42546041328730116
Ġunusual,смысл-редк,2,0.30519824926737865,0.30519824926737865,0.30519824926737865
Ġcould,служ,2,0.5420427946929396,0.5420427946929396,0.5420427946929396
Ġface,смысл-част,2,0.5364202461489028,0.5364202461489028,0.5364202461489028
Ġclouds,смысл-редк,2,0.44573759262635937,0.44573759262635937,0.44573759262635937
Ġspacecraft,смысл-редк,2,0.3489015986117452,0.3489015986117452,0.3489015986117452
a,подслово,2,0.20666045485183898,0.20666045485183898,0.20666045485183898
Ġyou,служ,3,0.46553069563136135,0.5360552597452737,0.4105054908603159
"""",пункт,2,0.23003740697695926,0.23003740697695926,0.23003740697695926
't,подслово,2,0.4193741441666963,0.4193741441666963,0.4193741441666963
"Ġ""",пункт,2,0.29004496100420823,0.29004496100420823,0.29004496100420823
GS,подслово,2,0.44008948859003066,0.44008948859003066,0.44008948859003066
.,пункт,12,0.885774051351786,1.4654234326354727,0.031687128277422524
Ġa,служ,7,0.45121132223505866,0.55037793905293,0.261573555154923
Ġto,служ,5,0.5214836183542628,0.6356710547399363,0.40190596818155055
",",пункт,5,0.4172972574421099,0.5054345879083282,0.3324815458422088
Ġthere,служ,2,0.7046687344091929,0.7046687344091929,0.7046687344091929
Ġclouds,смысл-редк,2,0.4516717684400815,0.4516717684400815,0.4516717684400815
Ġyou,служ,3,0.527388108424797,0.6778938739158454,0.44111704662372075
Ġof,служ,3,1.0291416897880625,1.365464349660806,0.3752342374526641
Ġwas,служ,8,0.4756403093122463,0.6186754319754371,0.23401371787684508
Ġit,служ,5,0.5148888232185649,0.6041504977699592,0.3822944299670549
ĠViking,смысл-редк,2,0.34874164528348844,0.34874164528348844,0.34874164528348844
Ġon,служ,3,0.3264195515154552,0.3689916537961218,0.24139530311453727
Ġcan,служ,2,0.7134491724594858,0.7134491724594858,0.7134491724594858
Ġland,смысл-част,3,0.3950665968841478,0.42197608732328534,0.36008415072729333
"""",пункт,2,0.33677300894935214,0.33677300894935214,0.33677300894935214
Ġaliens,смысл-редк,2,0.38966046595744963,0.38966046595744963,0.38966046595744963
Ġthen,служ,2,0.36553668673299466,0.36553668673299466,0.36553668673299466
Ġaround,служ,2,0.4064357490177235,0.4064357490177235,0.4064357490177235
ian,подслово,2,0.22683023708294645,0.22683023708294645,0.22683023708294645
Ġthat,служ,5,0.4974924909929831,0.630606696473899,0.3421285413900504
Ġby,служ,2,0.20457419513300407,0.20457419513300407,0.20457419513300407
ĠThe,служ,2,0.3377094889528985,0.3377094889528985,0.3377094889528985
Ġare,служ,2,0.581005897339614,0.581005897339614,0.581005897339614
Ġthey,служ,3,0.43283521661731816,0.4619399659950458,0.40780004410678594
Ġthe,служ,2,1.3131497944178256,1.3131497944178256,1.3131497944178256
Ġthrough,служ,3,0.3754309509426867,0.433458342512217,0.334589945002224
Ġwould,служ,2,0.4457100257120556,0.4457100257120556,0.4457100257120556
Ġis,служ,2,0.6066532484385211,0.6066532484385211,0.6066532484385211
a,подслово,2,0.25612957304559575,0.25612957304559575,0.25612957304559575
ĠIf,служ,2,0.3365831034261041,0.3365831034261041,0.3365831034261041
ĠM,служ,2,0.33416466021205854,0.33416466021205854,0.33416466021205854
form,подслово,3,0.2642397318906998,0.3006862429775748,0.2399791269198874
Ġonly,служ,2,0.6615700638781074,0.6615700638781074,0.6615700638781074
Ġunusual,смысл-редк,2,0.3092614023402921,0.3092614023402921,0.3092614023402921
't,подслово,2,0.42495733917735484,0.42495733917735484,0.42495733917735484
ĠWhere,служ,2,0.4646481027557173,0.4646481027557173,0.4646481027557173
Ġfrom,служ,2,0.7138605322918015,0.7138605322918015,0.7138605322918015
Ġthan,служ,2,0.4510156938375138,0.4510156938375138,0.4510156938375138
ĠThe,служ,2,0.3755350206282452,0.3755350206282452,0.3755350206282452
?,пункт,3,0.47190559061300236,0.5126409585193815,0.39600332998299853
Ġis,служ,3,0.4365563359134563,0.46294279187970705,0.4040026919508084
Ġit,служ,6,0.5584011730145246,0.7063307271081725,0.35411728958601474
Ġan,служ,2,0.3841732982443905,0.3841732982443905,0.3841732982443905
",",пункт,5,0.4746498944629709,0.6545050065644623,0.37632342935376084
Ġhomosexuality,смысл-редк,2,0.3281629083226609,0.3281629083226609,0.3281629083226609
't,подслово,3,0.22312548340268318,0.2625934371438218,0.18965354922942215
"Ġ""",пункт,4,0.28659009675347397,0.3381537447175541,0.23778618190935688
born,подслово,2,0.33618580142830545,0.33618580142830545,0.33618580142830545
Ġas,служ,3,0.3700494983129182,0.38001030364013677,0.3617577619965107
ĠI,служ,6,0.5698575161028534,0.6930677593815955,0.3118362283458755
Ġor,служ,4,0.504454643788986,0.5863653033185896,0.44298853743847044
.,пункт,8,0.86461889372192,1.394202472000683,0.12662683043568207
Ġa,служ,5,0.8253718825037151,1.3344948486406527,0.3454135849006088
Ġbeing,служ,4,0.47876980316404505,0.630105789753018,0.35184393413812226
Ġof,служ,5,0.41628022353484573,0.4916641792777951,0.3620568312410279
Ġme,служ,3,0.3354760229258897,0.4214842568391034,0.19872101625024155
Ġvs,смысл-редк,2,0.36535593555636886,0.36535593555636886,0.36535593555636886
Ġin,служ,2,0.48780209028248456,0.48780209028248456,0.48780209028248456
Ġwhy,служ,2,0.7210452737646106,0.7210452737646106,0.7210452737646106
ĠTo,служ,3,0.20926414237910826,0.23843912602492598,0.17581064886232362
Ġand,служ,2,0.38143927364741875,0.38143927364741875,0.38143927364741875
Ġwas,служ,2,0.578561022026105,0.578561022026105,0.578561022026105
Ġthat,служ,5,0.49096890618241723,0.5439787011503402,0.3925462735321056
"""",пункт,5,0.7422253921886248,1.3440029424764328,0.23085233601394237
Ġfor,служ,3,0.5364686095667891,0.5887853768229656,0.45267028294837053
's,подслово,4,0.4729321906717744,0.5743173305472152,0.28935074845572606
Ġmatter,смысл-част,2,0.5011282719201053,0.5011282719201053,0.5011282719201053
Ġso,служ,2,0.6659022504573697,0.6659022504573697,0.6659022504573697
Ġdon,смысл-част,2,0.17490915066717025,0.17490915066717025,0.17490915066717025
Ġfrom,служ,2,0.5166478323619723,0.5166478323619723,0.5166478323619723
Ġor,служ,4,0.49032943661706013,0.5465233641880711,0.3973931024713621
?,пункт,2,0.412521376700505,0.412521376700505,0.412521376700505
.,пункт,8,0.5774446725600454,1.384068553437349,0.23804891236139628
Ġso,служ,3,0.6129071276664756,0.6748342780956414,0.5731470628531999
Ġas,служ,3,0.37870083958895784,0.39869843965939705,0.3658065497341611
Ġthe,служ,2,0.4347418653193618,0.4347418653193618,0.4347418653193618
Ġsexuality,смысл-редк,2,0.490171454889209,0.490171454889209,0.490171454889209
Ġdoesn,смысл-част,2,0.40985861818588465,0.40985861818588465,0.40985861818588465
's,подслово,3,0.5285474612942654,0.5938145817649418,0.46412672786462267
Ġis,служ,3,0.5379448698387855,0.6183493478185296,0.4075308845084468
",",пункт,7,0.40764337733892575,0.5271857194837364,0.3168781989495956
ĠI,служ,8,0.5232403261362155,0.734113675890941,0.22037958979526254
Ġthat,служ,2,0.5040054560628473,0.5040054560628473,0.5040054560628473
