токен,класс,k,размах,диаметр,мин. пара
Ġwas,служ,3,0.521737872893149,0.5613535422852299,0.4927241274567055
",",пункт,8,0.44008566585285935,0.5495037882271602,0.3265234524308306
Ġmy,служ,2,0.42297973405474626,0.42297973405474626,0.42297973405474626
I,подслово,3,0.37387814100067746,0.49855100456342,0.1410138723138841
Ġa,служ,8,0.499811367161108,0.6669529055964367,0.3609236540024227
Ġnot,служ,2,0.5079164441670422,0.5079164441670422,0.5079164441670422
Ġfor,служ,3,0.6909673458985868,0.7212936660210713,0.642609585195289
Ġfurious,смысл-редк,2,0.40061120677186357,0.40061120677186357,0.40061120677186357
Ġto,служ,4,0.8822680261663702,1.4062577058613237,0.24773180598139552
:,пункт,2,0.453486219982869,0.453486219982869,0.453486219982869
.,пункт,6,0.7092104697950181,1.433962830564625,0.2578346093211158
Ġthe,служ,6,0.7495492532857108,1.3117871059408717,0.35039801203990023
Ġby,служ,3,0.5092882258673815,0.5522135192453107,0.4421014067537127
Ġ.,пункт,4,0.5180161917829299,0.6337728073082253,0.4177659449703409
ĠKyle,смысл-редк,2,0.46551659514101484,0.46551659514101484,0.46551659514101484
Ġhere,служ,2,0.20241125607833346,0.20241125607833346,0.20241125607833346
Ġin,служ,2,0.6999760049153788,0.6999760049153788,0.6999760049153788
Ġcheating,смысл-редк,2,0.40464063158887414,0.40464063158887414,0.40464063158887414
Ġhis,служ,2,0.5023432310946385,0.5023432310946385,0.5023432310946385
Ġon,служ,5,0.5723587026573331,0.6925310153688807,0.4578984237163069
ĠThe,служ,3,0.4311855153328771,0.4921296138239565,0.39137565958168163
Ġgirlfriend,смысл-редк,2,0.5648243007905377,0.5648243007905377,0.5648243007905377
ĠBut,служ,2,0.5081064410048557,0.5081064410048557,0.5081064410048557
Ġ',пункт,2,0.570556006633313,0.570556006633313,0.570556006633313
.',пункт,2,0.3952820975164864,0.3952820975164864,0.3952820975164864
Ġthat,служ,3,0.3729028951547945,0.4370506730790633,0.28547630746843516
Ġlie,смысл-редк,2,0.24413022847346497,0.24413022847346497,0.24413022847346497
!',пункт,2,0.25947539881741494,0.25947539881741494,0.25947539881741494
Ġand,служ,2,0.5468726780868499,0.5468726780868499,0.5468726780868499
Ġone,служ,5,0.5978673221655276,0.6591723246944758,0.4118080641698638
Ġof,служ,3,0.4726596661222052,0.6472074761481569,0.1351626835129192
Ġis,служ,2,0.5491331567088424,0.5491331567088424,0.5491331567088424
Ġwith,служ,2,0.5032895066725903,0.5032895066725903,0.5032895066725903
's,подслово,2,0.3563128477252368,0.3563128477252368,0.3563128477252368
ĠKyle,смысл-редк,3,0.4493274482709972,0.5638802584567795,0.28976287233309694
Ġthat,служ,3,0.3744883874946414,0.4389089061560796,0.2866900832384277
Ġin,служ,2,0.6617650896186392,0.6617650896186392,0.6617650896186392
Ġdown,служ,2,0.3866935296474218,0.3866935296474218,0.3866935296474218
Ġmistake,смысл-редк,2,0.4342959363262074,0.4342959363262074,0.4342959363262074
Ġone,служ,3,0.6227026038517671,0.7456139799656074,0.4135589718182409
Ġto,служ,2,0.49862257582331815,0.49862257582331815,0.49862257582331815
Ġa,служ,11,0.496442893579846,0.6685795109744558,0.37000770736221117
Ġit,служ,2,0.5339477309141103,0.5339477309141103,0.5339477309141103
Ġby,служ,3,0.4539670270718542,0.5040550312476728,0.4138649356470032
-,пункт,2,0.3879371054447824,0.3879371054447824,0.3879371054447824
Ġ.,пункт,4,0.5398980174452027,0.6364674550147638,0.32304163900153066
Ġhere,служ,2,0.2032718594691378,0.2032718594691378,0.2032718594691378
",",пункт,9,0.44586677866979,0.5962859305448897,0.24820779041096797
ĠMr,смысл-част,3,0.4238045133991806,0.44066586896701876,0.3994571742912304
Ġthen,служ,4,0.4823573015157018,0.6313247646176329,0.3087609330063528
Ġattempts,смысл-редк,2,0.38827210547023294,0.38827210547023294,0.38827210547023294
Ġfor,служ,5,0.7400218856334135,0.8147394199139749,0.6453418047303945
Ġof,служ,2,0.600268676199349,0.600268676199349,0.600268676199349
Ġ',пункт,3,0.26955596621067346,0.2959173215839063,0.25214324797498383
:,пункт,4,0.46942316352253793,0.5666407887615352,0.3993368920684265
Ġnot,служ,2,0.5100759812528962,0.5100759812528962,0.5100759812528962
Ġout,служ,3,0.39753687347946287,0.5494015841818302,0.12377193470158461
Ġoff,служ,2,0.5243280556626292,0.5243280556626292,0.5243280556626292
ĠJeremy,смысл-редк,2,0.35015166959473987,0.35015166959473987,0.35015166959473987
Ġon,служ,4,0.5791207229532908,0.6409925296172573,0.5196984559302983
ĠThe,служ,2,0.8567902597817528,0.8567902597817528,0.8567902597817528
Ġand,служ,3,0.561636481586988,0.6080723737813706,0.5276392233828142
Ġbut,служ,3,0.5022701669785071,0.53697543099804,0.45597315401095856
ĠDawn,смысл-редк,4,0.4040227711909637,0.44926654785090003,0.355149030629517
Ġhis,служ,3,0.37300408991573164,0.392065131230068,0.3570212261398132
Ġback,смысл-част,2,0.6041110388545499,0.6041110388545499,0.6041110388545499
Ġan,служ,2,0.4907432453080361,0.4907432453080361,0.4907432453080361
Ġthe,служ,7,0.8888682073543562,1.3524575270769477,0.15939282571532318
Ġin,служ,3,0.5746802412200033,0.6070217026305095,0.5221755245139206
ĠThe,служ,3,0.6444580352141757,0.7770817121244906,0.41196745065762413
.,пункт,5,1.0093335868338673,1.438160029431444,0.10077806338710554
",",пункт,9,0.4532424026622227,0.5965360608872284,0.33951719197392144
Ġhis,служ,2,0.34032519642204717,0.34032519642204717,0.34032519642204717
Ġa,служ,7,0.45436920449174734,0.5617177274141136,0.311969521429566
Ġof,служ,2,0.57165746104672,0.57165746104672,0.57165746104672
ĠJamie,смысл-редк,3,0.4253709581674906,0.5040119235746713,0.37984702806546733
Ġit,служ,3,0.5858507523750179,0.696562720354132,0.526817825175928
Ġone,служ,4,0.6337347364034914,0.7092322441471143,0.5841755801297657
:,пункт,4,0.5012500468974245,0.5615285339953616,0.4098402290972594
Ġdetector,смысл-редк,2,0.45086609386767995,0.45086609386767995,0.45086609386767995
Ġto,служ,3,0.47172472795843184,0.5181734149085989,0.4253511813378058
Ġby,служ,2,0.5360430406104839,0.5360430406104839,0.5360430406104839
ĠKyle,смысл-редк,4,0.3956404124687643,0.4945465797020639,0.24271835667602934
ĠDawn,смысл-редк,5,0.41194282497605306,0.5050322531162252,0.3552980087355935
Ġat,служ,2,0.5646912671967619,0.5646912671967619,0.5646912671967619
's,подслово,3,0.352201981060064,0.3756761377049629,0.3229519004544992
Ġwith,служ,4,0.5240944904584928,0.5929337511313719,0.32437442585021203
Ġthen,служ,2,0.30889045220832884,0.30889045220832884,0.30889045220832884
Ġrisk,смысл-редк,2,0.46643332895270884,0.46643332895270884,0.46643332895270884
I,подслово,2,0.1416728330512276,0.1416728330512276,0.1416728330512276
Ġfor,служ,3,0.7838642385715058,0.8150811872433394,0.7584424827184125
Ġon,служ,2,0.5390904849700892,0.5390904849700892,0.5390904849700892
Ġoff,служ,2,0.6214981792260605,0.6214981792260605,0.6214981792260605
Ġ',пункт,4,0.44567265612408585,0.5810632448075133,0.28228723679629786
Ġwalk,смысл-редк,2,0.5934735537858414,0.5934735537858414,0.5934735537858414
Ġwas,служ,3,0.5786020487079455,0.688749373340727,0.4844980126351865
Ġhe,служ,2,0.3730005122701031,0.3730005122701031,0.3730005122701031
Ġ.,пункт,3,0.6071942311097221,0.6367344407245638,0.5707946977428586
-,пункт,2,0.3880998375100889,0.3880998375100889,0.3880998375100889
Ġlie,смысл-редк,2,0.4033500461408208,0.4033500461408208,0.4033500461408208
Ġback,смысл-част,2,0.6043644516775243,0.6043644516775243,0.6043644516775243
",",пункт,6,0.5079872798674238,0.6919514666547756,0.2562313169071919
Ġof,служ,5,0.49028466254356934,0.5865525046295605,0.4233765658187903
*,пункт,3,0.24719318052770312,0.2759070918782958,0.21751205798172524
Ġas,служ,3,0.41884512097829135,0.4702033292456152,0.3688486870064836
Ġnetworks,смысл-редк,2,0.403474960152324,0.403474960152324,0.403474960152324
Ġit,служ,3,0.47389021943042703,0.5741211852338192,0.36483601395766385
Ġto,служ,5,0.931773108098587,1.3952035467046118,0.5541254707834649
Ġthe,служ,11,0.5650449845678905,1.292389935083702,0.3128758612368155
Ġis,служ,4,0.5408607560557636,0.5699376888390985,0.4745694521475407
V,подслово,2,0.31940356946462756,0.31940356946462756,0.31940356946462756
Ċ,пункт,5,0.9120636724628303,1.3365491846388864,0.03459702852401761
Ġmore,служ,2,0.5408711521414278,0.5408711521414278,0.5408711521414278
Ġare,служ,4,0.5357702548667911,0.5787752250353965,0.464253759026189
Ġpaper,смысл-част,2,0.5088793622767398,0.5088793622767398,0.5088793622767398
Ġ-,пункт,2,0.32516504719156697,0.32516504719156697,0.32516504719156697
Ġweights,смысл-редк,2,0.6279066590935461,0.6279066590935461,0.6279066590935461
Ġexperiments,смысл-редк,4,0.4450518737815144,0.5232887919900634,0.40662993619015514
Ġ(,пункт,2,0.48236811822103576,0.48236811822103576,0.48236811822103576
8,пункт,3,0.33759226990085517,0.3759697497973763,0.2813686251557141
Ġlayer,смысл-редк,3,0.4754718145974511,0.4801926877032208,0.4686989560506478
Ġrepresentations,смысл-редк,4,0.4355803411280189,0.4741251488492579,0.3193313280591344
Ġand,служ,2,0.6403406021155532,0.6403406021155532,0.6403406021155532
Ġmanuscript,смысл-редк,2,0.39288939550683366,0.39288939550683366,0.39288939550683366
Ġwith,служ,2,0.47860205684892854,0.47860205684892854,0.47860205684892854
_,пункт,2,0.22333708080632553,0.22333708080632553,0.22333708080632553
Ġselection,смысл-редк,2,0.30682648766973725,0.30682648766973725,0.30682648766973725
Ġjust,служ,2,0.5102629607282235,0.5102629607282235,0.5102629607282235
Ġissues,смысл-част,2,0.4698609193161847,0.4698609193161847,0.4698609193161847
Ġthis,служ,4,0.5192275195501758,0.6297234003302992,0.45595944373335934
Ġalready,служ,2,0.48041524495179766,0.48041524495179766,0.48041524495179766
?,пункт,2,0.3161708171024228,0.3161708171024228,0.3161708171024228
ĠHowever,служ,2,0.4889936315502615,0.4889936315502615,0.4889936315502615
Ġ-,пункт,3,0.32858901126490747,0.3587536669705726,0.30341339128908174
Ġthe,служ,11,0.4610169654925739,0.6642573126837614,0.28742527408830126
Ġis,служ,5,0.5021484946980868,0.6261530162403682,0.359397927035201
ĠFC,смысл-редк,3,0.30117425910695367,0.33673997077365425,0.2592099228938438
ariance,подслово,2,0.37039504563976827,0.37039504563976827,0.37039504563976827
Ġit,служ,4,0.41171091440494606,0.5713578476544403,0.23502387234322775
Ġdoes,служ,2,0.6729065659611354,0.6729065659611354,0.6729065659611354
Ġexperiments,смысл-редк,4,0.4653114265625031,0.54939046622365,0.3626052963006055
Ġthat,служ,2,0.4481384811963073,0.4481384811963073,0.4481384811963073
Ġwould,служ,2,0.5359192012729032,0.5359192012729032,0.5359192012729032
Ġto,служ,7,0.6756722093955344,0.8902842523911796,0.46435966541713447
Ċ,пункт,8,0.8224928501833348,1.3537160372633776,0.037591773931112335
Ġhowever,служ,2,0.3361347142246077,0.3361347142246077,0.3361347142246077
Ġof,служ,2,0.5333007828418561,0.5333007828418561,0.5333007828418561
",",пункт,6,0.47015119021217217,0.688620992984596,0.22597788853053125
*,пункт,2,0.2991213358746708,0.2991213358746708,0.2991213358746708
7,пункт,2,0.3368591990670188,0.3368591990670188,0.3368591990670188
Ġclear,смысл-част,2,0.5965375270117922,0.5965375270117922,0.5965375270117922
Ġa,служ,3,0.4859910661161722,0.5171963047373502,0.46553559049489934
Ġtrained,смысл-редк,2,0.43701602035158654,0.43701602035158654,0.43701602035158654
Ġas,служ,2,0.41547393220666,0.41547393220666,0.41547393220666
Ġrepresentations,смысл-редк,2,0.442184675829434,0.442184675829434,0.442184675829434
Ġnetworks,смысл-редк,2,0.38991415239857485,0.38991415239857485,0.38991415239857485
Ġthis,служ,2,0.45376483761544023,0.45376483761544023,0.45376483761544023
Ġnot,служ,3,0.41091651893796904,0.5029653331621283,0.23068550828723275
Ġat,служ,2,0.5048382029312553,0.5048382029312553,0.5048382029312553
Ġmore,служ,2,0.5548199556243866,0.5548199556243866,0.5548199556243866
Ġpage,смысл-редк,3,0.34431023758277857,0.4392776066403328,0.2324578492212972
Ġexperiments,смысл-редк,3,0.4947407604378608,0.5406712554823396,0.404170130609999
&,пункт,2,0.2766518005123457,0.2766518005123457,0.2766518005123457
",",пункт,8,0.4370946039120406,0.5457368914602205,0.2666587576131332
Ġthe,служ,13,0.555473850814635,1.2909283120971573,0.3090667235326588
Ġthis,служ,2,0.6721941347203957,0.6721941347203957,0.6721941347203957
Ġpaper,смысл-част,2,0.505801024496982,0.505801024496982,0.505801024496982
ĠFC,смысл-редк,2,0.3071908578043681,0.3071908578043681,0.3071908578043681
Ġequiv,смысл-редк,2,0.4204111544451152,0.4204111544451152,0.4204111544451152
Ġtask,смысл-редк,2,0.5917962821121496,0.5917962821121496,0.5917962821121496
Ġare,служ,2,0.5861483351159275,0.5861483351159275,0.5861483351159275
Ġrepresentations,смысл-редк,2,0.4416354532380607,0.4416354532380607,0.4416354532380607
Ġit,служ,3,0.474987823500508,0.5392734138208274,0.36168457024913153
Ġin,служ,2,0.5878472422301689,0.5878472422301689,0.5878472422301689
lambda,подслово,2,0.2789106232134385,0.2789106232134385,0.2789106232134385
*,пункт,2,0.2742380612836337,0.2742380612836337,0.2742380612836337
Ġof,служ,3,0.4968328709725991,0.5384049140858284,0.44770159296823747
Ġto,служ,5,0.5115590925608945,0.6966243295591609,0.3915252216873977
Ġmay,служ,2,0.40542023973565217,0.40542023973565217,0.40542023973565217
Ġa,служ,3,0.41746143916114653,0.4190498208237694,0.4149272670498341
Ġis,служ,3,0.4372455268446202,0.4677267494175903,0.39950831615005333
itter,подслово,2,0.41010728370826804,0.41010728370826804,0.41010728370826804
ised,подслово,2,0.365107668190157,0.365107668190157,0.365107668190157
Ġj,смысл-редк,3,0.4124663792964405,0.4776538911603667,0.37070411073336307
Ġup,служ,2,0.5152804427997143,0.5152804427997143,0.5152804427997143
Ġfor,служ,2,0.4508630852204974,0.4508630852204974,0.4508630852204974
-,пункт,2,0.42773714616022895,0.42773714616022895,0.42773714616022895
Ġbe,служ,2,0.6315211671536158,0.6315211671536158,0.6315211671536158
Ġissues,смысл-част,2,0.4998144063368281,0.4998144063368281,0.4998144063368281
Ġand,служ,3,0.49567103923809286,0.6234923070951557,0.30880807425067563
ĠI,служ,8,0.5302589350888168,0.7624852406526339,0.3024696665356454
Ġwith,служ,2,0.4292827269911894,0.4292827269911894,0.4292827269911894
",",пункт,20,0.6166526165863175,1.5125900924397104,0.2627927974114576
Ġit,служ,5,0.5054987747628705,0.6443105486714095,0.3218045869885652
.,пункт,9,0.8075732492086443,1.4891383413918342,0.03201091308925311
Ġthe,служ,9,0.8090981027756218,1.3431837987442086,0.03810740675776664
Ġyou,служ,4,0.4061762984735468,0.4232215166263318,0.38962320737970757
....,пункт,3,0.3780327815477093,0.45395183273185363,0.2543030029527969
Ġamazing,смысл-редк,2,0.47134293231745417,0.47134293231745417,0.47134293231745417
Ġthat,служ,2,0.50322980558978,0.50322980558978,0.50322980558978
Ġplace,смысл-част,2,0.4199583666648796,0.4199583666648796,0.4199583666648796
Ġis,служ,3,0.3675400496734185,0.40708423997279936,0.32894632553734676
Ġflat,смысл-редк,2,0.26695747894629496,0.26695747894629496,0.26695747894629496
Ġbe,служ,2,0.5011528081388636,0.5011528081388636,0.5011528081388636
!,пункт,3,0.2713612457257302,0.30815539082127114,0.22478206289892316
Ġa,служ,5,0.47141833820785767,0.5410962107858347,0.3843013809993694
Ġno,служ,2,0.3057361109767517,0.3057361109767517,0.3057361109767517
Ġout,служ,3,0.4388020791818636,0.5069096777288534,0.38473135929820096
Ġfor,служ,2,0.638221990180587,0.638221990180587,0.638221990180587
Ġsteak,смысл-редк,4,0.31633931487143896,0.3516796699951884,0.2714712664652506
Ġon,служ,2,0.3645237116464092,0.3645237116464092,0.3645237116464092
't,подслово,2,0.4146542879325248,0.4146542879325248,0.4146542879325248
Ġcan,служ,2,0.5582659145089802,0.5582659145089802,0.5582659145089802
Ġwe,служ,2,0.3365809389731805,0.3365809389731805,0.3365809389731805
Ġ-,пункт,2,0.4101743921186765,0.4101743921186765,0.4101743921186765
Ġyour,служ,2,0.28918227972786265,0.28918227972786265,0.28918227972786265
Ġthat,служ,3,0.46967114577864616,0.5055826039119717,0.4499697233878524
Ġto,служ,3,0.5739388473294251,0.6129211038816768,0.5228562497052937
Ġfor,служ,3,0.4506134592855362,0.4722033693700477,0.4315966854884876
ĠI,служ,5,0.49662191148830476,0.6958867074097539,0.2986848697436595
Ġoz,смысл-редк,2,0.2055507632431477,0.2055507632431477,0.2055507632431477
!,пункт,3,0.35214281434426686,0.38136067174011196,0.3169027651655636
Ġthe,служ,8,0.7975946170283177,1.3923985067376843,0.05742960856040633
.,пункт,9,0.7504588615693484,1.5269789935677711,0.2863049868572041
",",пункт,8,0.8314969480131281,1.5397066188048436,0.4166428799673603
Ġis,служ,4,0.39011729934440126,0.4505282043814237,0.2319117219635881
Ġand,служ,5,0.5477048229147342,0.6929736948884294,0.4293744709248662
's,подслово,2,0.4724898766770221,0.4724898766770221,0.4724898766770221
Ġon,служ,2,0.49790884810147185,0.49790884810147185,0.49790884810147185
Ġ-,пункт,2,0.4098297125923839,0.4098297125923839,0.4098297125923839
ĠEvery,служ,2,0.4265080503283131,0.4265080503283131,0.4265080503283131
Ġit,служ,6,0.4354786187982641,0.5391772403502687,0.330939410755877
Ġvery,служ,2,0.6115066566254641,0.6115066566254641,0.6115066566254641
Ġa,служ,5,0.47673973587094526,0.5587673798649606,0.3641459024888886
Ġplace,смысл-част,2,0.4367271663477789,0.4367271663477789,0.4367271663477789
Ġwith,служ,3,0.49746405534531285,0.507647930604201,0.4790168223152192
Ġsteak,смысл-редк,2,0.27917731627720416,0.27917731627720416,0.27917731627720416
Ġgo,смысл-част,2,0.4138515849849078,0.4138515849849078,0.4138515849849078
Ġyou,служ,4,0.4479299369393074,0.5145183651650912,0.39018876145946413
Ġmy,служ,2,0.5835123318646557,0.5835123318646557,0.5835123318646557
Ġno,служ,2,0.5657363581053195,0.5657363581053195,0.5657363581053195
Ġout,служ,2,0.5212989399060344,0.5212989399060344,0.5212989399060344
Ġtown,смысл-редк,2,0.19750739887980373,0.19750739887980373,0.19750739887980373
Ġamazing,смысл-редк,2,0.48855029147780044,0.48855029147780044,0.48855029147780044
Ġa,служ,5,0.5114732518092927,0.6233767882391679,0.35156105139343685
",",пункт,19,0.6457639080687749,1.5394473249632565,0.24468543148292504
't,подслово,2,0.452714268068789,0.452714268068789,0.452714268068789
's,подслово,2,0.4679235209126994,0.4679235209126994,0.4679235209126994
Ġthis,служ,2,0.3151062246070028,0.3151062246070028,0.3151062246070028
Ġit,служ,9,0.527986840932443,0.8580890868634133,0.3508072928017522
Ġis,служ,4,0.3859609407078267,0.4226425602318831,0.3350145481347995
Ġout,служ,2,0.49445274995131333,0.49445274995131333,0.49445274995131333
Ġthe,служ,5,0.4051560003555409,0.4702731938193349,0.22499301037771152
Ġfor,служ,6,0.5337706285625606,0.6499955617402589,0.4274255400101896
Ġsteak,смысл-редк,5,0.33887342778900614,0.40952047096662736,0.24353348836698305
Ġyour,служ,2,0.2863874914473976,0.2863874914473976,0.2863874914473976
Ġand,служ,2,0.5649457747111835,0.5649457747111835,0.5649457747111835
Ġbut,служ,3,0.5195669841740255,0.5922060875530689,0.38923369408645553
ĠI,служ,4,0.510788203089559,0.6784464555288573,0.35136177468462526
Ġwas,служ,2,0.4552924818240281,0.4552924818240281,0.4552924818240281
Ġafter,служ,2,0.6204035599128904,0.6204035599128904,0.6204035599128904
Ġyou,служ,2,0.39054010294761776,0.39054010294761776,0.39054010294761776
Ġno,служ,2,0.31137616418134595,0.31137616418134595,0.31137616418134595
Ġbe,служ,2,0.5932670643167686,0.5932670643167686,0.5932670643167686
Ġthat,служ,3,0.4831746435842854,0.5125131148743671,0.4258284476847512
Ġcan,служ,2,0.5685644999462155,0.5685644999462155,0.5685644999462155
Ġfood,смысл-част,2,0.35892109528447164,0.35892109528447164,0.35892109528447164
Ġflat,смысл-редк,2,0.27188216507450946,0.27188216507450946,0.27188216507450946
Ġon,служ,2,0.5206631890698692,0.5206631890698692,0.5206631890698692
Ġat,служ,2,0.5408846929726924,0.5408846929726924,0.5408846929726924
Ġwith,служ,2,0.4410399235861699,0.4410399235861699,0.4410399235861699
Ġtwo,смысл-част,2,0.436266601658983,0.436266601658983,0.436266601658983
Ġtype,смысл-част,7,0.5269770499033961,0.6940129965586326,0.2871983764852865
Ġare,служ,2,0.39055427151072303,0.39055427151072303,0.39055427151072303
.,пункт,7,0.9361664683612165,1.4709093841125955,0.13999497643238265
Ġthe,служ,3,1.1050947259452453,1.289423996067441,0.8904173125824414
Ġa,служ,12,0.4812559236264811,0.5953569889396189,0.2535622299474022
",",пункт,12,0.4444012668125392,0.6040051105801155,0.2716440272854701
Ġis,служ,3,0.4713977065557716,0.5422919144216057,0.346147291357616
Ġbe,служ,2,0.41673616041325684,0.41673616041325684,0.41673616041325684
Ġthat,служ,2,0.5622744465508842,0.5622744465508842,0.5622744465508842
Ġset,смысл-част,2,0.4111426008668179,0.4111426008668179,0.4111426008668179
Ġcan,служ,3,0.40674214224022687,0.47090296321895597,0.3561318223747467
Ġsystem,смысл-част,4,0.3516677020188492,0.38192689782022615,0.3044971190434778
Ġlanguage,смысл-част,2,0.41614212248315285,0.41614212248315285,0.41614212248315285
Ġother,служ,2,0.563422454418352,0.563422454418352,0.563422454418352
Ġcomputer,смысл-част,3,0.438903888338199,0.4883282774346465,0.3822924698749393
Ġprogramming,смысл-редк,3,0.5255157802668695,0.6192807581663985,0.3783380475493331
Ġto,служ,4,1.0281569654492875,1.4636453252269443,0.566786097173338
Ġsystems,смысл-част,3,0.21157408401588268,0.22965550681387278,0.18879471065039644
Ġchecking,смысл-редк,2,0.5272885804342177,0.5272885804342177,0.5272885804342177
"Ġ""",пункт,2,0.25824389765861977,0.25824389765861977,0.25824389765861977
Ġin,служ,2,0.48859161786810557,0.48859161786810557,0.48859161786810557
Ġas,служ,3,0.5312026647550212,0.5683952571794971,0.5009714669217227
Ġtime,смысл-част,2,0.4116913677681656,0.4116913677681656,0.4116913677681656
Ġand,служ,4,0.4556868794084022,0.5426180180589079,0.37389143205789477
Ġsuch,служ,2,0.44931010565164414,0.44931010565164414,0.44931010565164414
Ġor,служ,3,0.3334004154528342,0.3571821433128877,0.2883222621333062
Ġhave,служ,2,0.5874991038163597,0.5874991038163597,0.5874991038163597
).,пункт,2,0.34337939819036734,0.34337939819036734,0.34337939819036734
Ġparts,смысл-редк,2,0.6546510776645635,0.6546510776645635,0.6546510776645635
Ġparts,смысл-редк,2,0.6494310974534044,0.6494310974534044,0.6494310974534044
Ġlanguage,смысл-част,3,0.44278269722961733,0.5120172335056259,0.4035069210945604
Ġa,служ,9,0.4722583792543687,0.6514829616996818,0.32206969122676843
Ġcan,служ,3,0.4034989093090098,0.4671481322360936,0.3532921400939321
Ġto,служ,2,1.4519746812846839,1.4519746812846839,1.4519746812846839
Ġcertain,смысл-част,2,0.6247080929100685,0.6247080929100685,0.6247080929100685
",",пункт,11,0.8437524230572162,1.4286441166686774,0.04611423334413762
Ġof,служ,9,0.676478026774111,1.3325218968093777,0.33321945043742607
Ġsystem,смысл-част,5,0.31968295305764,0.412119119943055,0.22021437169736255
Ġthe,служ,9,0.8779931105316782,1.3450905150912824,0.08385111803639368
Ġcomputer,смысл-част,2,0.5337922870752486,0.5337922870752486,0.5337922870752486
Ġthat,служ,3,0.42273534205728724,0.5132292010764951,0.3401026003261164
ĠType,смысл-редк,2,0.23681728276988293,0.23681728276988293,0.23681728276988293
Ġare,служ,2,0.3874401155301928,0.3874401155301928,0.3874401155301928
Ġbe,служ,2,0.4134132383485867,0.4134132383485867,0.4134132383485867
Ġas,служ,2,0.5839347770940783,0.5839347770940783,0.5839347770940783
Ġsystems,смысл-част,2,0.21454754992388686,0.21454754992388686,0.21454754992388686
"Ġ""",пункт,4,0.2873130185958065,0.3887973387959558,0.15180708903613008
Ġand,служ,2,0.5776616116222156,0.5776616116222156,0.5776616116222156
Ġfor,служ,2,0.6476584793778978,0.6476584793778978,0.6476584793778978
Ġset,смысл-част,2,0.40786428007317377,0.40786428007317377,0.40786428007317377
Ġchecking,смысл-редк,2,0.5230841484102821,0.5230841484102821,0.5230841484102821
).,пункт,2,0.34064139969830365,0.34064139969830365,0.34064139969830365
Ġtime,смысл-част,2,0.4084086712811738,0.4084086712811738,0.4084086712811738
Ġtype,смысл-част,4,0.5447612052643971,0.6884791568813998,0.4370666035287148
Ġin,служ,3,0.575972342131842,0.6470460003827581,0.4846957431592327
Ġ(,пункт,2,0.3770569753214987,0.3770569753214987,0.3770569753214987
Ġprogramming,смысл-редк,3,0.5213254839896052,0.6143428096728094,0.3753212998669165
Ġterm,смысл-част,2,0.3522228298504718,0.3522228298504718,0.3522228298504718
Ġor,служ,3,0.39843255568780966,0.43913834628121834,0.35433408610579636
Ġof,служ,5,0.4268665969155997,0.46435064253358466,0.34928393087011905
ĠType,смысл-редк,2,0.23568592582140485,0.23568592582140485,0.23568592582140485
Ġas,служ,4,0.5182430635031846,0.5865532725328813,0.3787458666069746
Ġthe,служ,7,0.8175410132537184,1.3341767369261792,0.3724045033286482
Ġa,служ,12,0.5003343028521586,0.6680064331145352,0.36650614985292135
Ġin,служ,3,0.5095604531723308,0.531932955847794,0.48686922835390745
Ġor,служ,2,0.3559230001843476,0.3559230001843476,0.3559230001843476
Ġtime,смысл-част,2,0.4102400680139378,0.4102400680139378,0.4102400680139378
Ġtype,смысл-част,8,0.48451244709987756,0.6650754545540307,0.28618594104009537
",",пункт,10,0.6141432579104795,1.2544523557522114,0.30626093844006197
.,пункт,7,0.7927673686618633,1.4657241152563971,0.24341830600631448
Ġsuch,служ,2,0.4477261918342636,0.4477261918342636,0.4477261918342636
Ġprogramming,смысл-редк,3,0.5236632252160344,0.6170976615982163,0.377004325352533
Ġand,служ,4,0.464138899824395,0.51575177704965,0.35556641154707974
Ġ(,пункт,3,0.38965770597232824,0.4273882018391028,0.3628371321099765
Ġsystem,смысл-част,4,0.35357958843528436,0.41396715516572946,0.2916230669651214
"),",пункт,2,0.4188251341168087,0.4188251341168087,0.4188251341168087
"Ġ""",пункт,2,0.15248782631332608,0.15248782631332608,0.15248782631332608
Ġlanguage,смысл-част,2,0.4053163372722876,0.4053163372722876,0.4053163372722876
ĠAustralia,смысл-редк,4,0.4335341611299849,0.5765494795788982,0.2669694264208151
Ġdo,служ,2,0.5198226962707443,0.5198226962707443,0.5198226962707443
Ġfor,служ,3,0.42598250555814116,0.47047163202184045,0.38826081293681525
Ġa,служ,3,0.49782517189256953,0.544888164503358,0.4563099267849221
Ġmore,служ,2,0.5112053930710733,0.5112053930710733,0.5112053930710733
Ġbe,служ,4,0.4714758339525587,0.5573595292783972,0.3082649238867194
-,пункт,2,0.4339330453579488,0.4339330453579488,0.4339330453579488
Ġthat,служ,2,0.45010830122656936,0.45010830122656936,0.45010830122656936
Ġthe,служ,10,0.8247245649426093,1.3256705935019037,0.028233312389837194
ĠMonday,смысл-редк,2,0.25217297113191195,0.25217297113191195,0.25217297113191195
",",пункт,4,0.44305446388563935,0.5229570650479118,0.37658153785416376
Ġwas,служ,2,0.3227365839687489,0.3227365839687489,0.3227365839687489
Ġto,служ,5,0.5411946212676332,0.6412564514694439,0.4423511077585787
Ġwould,служ,2,0.3350081709833735,0.3350081709833735,0.3350081709833735
ĠSyrian,смысл-редк,3,0.3759141687956019,0.44910303181152234,0.2734103716152414
