условие,текст,длина,тип,масштаб
чужие хапаксы,7,21.97682744646284,служ./пункт.,29.667408370965695
чужие хапаксы,7,19.7684886241301,два смысловых,29.667408370965695
чужие хапаксы,7,11.981839542147647,повтор токена,29.667408370965695
чужие хапаксы,7,20.176583772839315,два смысловых,29.667408370965695
чужие хапаксы,7,20.45702229654563,служ./пункт.,29.667408370965695
чужие хапаксы,7,2.834032940086769,сток,29.667408370965695
чужие хапаксы,7,21.152095614490246,служ./пункт.,29.667408370965695
чужие хапаксы,7,13.018349530618362,повтор токена,29.667408370965695
чужие хапаксы,7,16.215217632935012,повтор токена,29.667408370965695
чужие хапаксы,7,21.35799721669595,два смысловых,29.667408370965695
чужие хапаксы,7,16.277416290427624,повтор токена,29.667408370965695
чужие хапаксы,7,21.860357794621223,прочее,29.667408370965695
чужие хапаксы,7,11.31678506577514,повтор токена,29.667408370965695
чужие хапаксы,7,8.777339149630954,повтор токена,29.667408370965695
чужие хапаксы,7,10.699745781844154,повтор токена,29.667408370965695
чужие хапаксы,7,19.619472764499,два смысловых,29.667408370965695
чужие хапаксы,7,20.344200828389827,прочее,29.667408370965695
чужие хапаксы,7,19.994670692844796,два смысловых,29.667408370965695
чужие хапаксы,7,18.42773951661685,два смысловых,29.667408370965695
чужие хапаксы,7,19.257005982914244,два смысловых,29.667408370965695
чужие хапаксы,7,10.615045047625776,повтор токена,29.667408370965695
чужие хапаксы,7,13.647787387032691,повтор токена,29.667408370965695
чужие хапаксы,7,23.44184974657251,служ./пункт.,29.667408370965695
чужие хапаксы,7,15.05812487759809,повтор токена,29.667408370965695
чужие хапаксы,7,10.484938633394924,повтор токена,29.667408370965695
чужие хапаксы,7,8.696293506106324,повтор токена,29.667408370965695
чужие хапаксы,7,24.748251121218356,два смысловых,29.667408370965695
чужие хапаксы,7,23.926379233286458,два смысловых,29.667408370965695
чужие хапаксы,7,22.759029052010874,два смысловых,29.667408370965695
чужие хапаксы,7,20.38886450603116,два смысловых,29.667408370965695
чужие хапаксы,7,26.425443546807404,прочее,29.667408370965695
чужие хапаксы,7,20.734664042359064,служ./пункт.,29.667408370965695
чужие хапаксы,7,20.606450477976157,два смысловых,29.667408370965695
чужие хапаксы,7,20.91598965204225,два смысловых,29.667408370965695
чужие хапаксы,7,20.120614266307452,два смысловых,29.667408370965695
чужие хапаксы,7,20.083682185547687,два смысловых,29.667408370965695
чужие хапаксы,7,20.397709297913337,два смысловых,29.667408370965695
чужие хапаксы,7,24.48470169580769,два смысловых,29.667408370965695
