mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,genre,text_idx
q0.5_range,0.05,6.271689627979832,0.46199879404481853,0.8405533342181493,3.099376250232883,0.9990246530920079,0.013418714844364339,0.01935542159858361,0.011745505864487457,7,41,201,xsum,1
q0.5_range,0.1,7.021343179051102,0.5613890849530163,0.8575771081830037,3.0790735842764594,0.9991191781734102,0.013009564589189887,0.01905151054257903,0.011387373451857318,7,41,201,xsum,1
q0.5_range,0.15,8.210834012073835,0.7621829431951188,0.8782096923979313,3.0297929929545386,0.9991720898494671,0.01291587633547386,0.019144968312641453,0.011305367391946347,7,41,201,xsum,1
q0.5_range,0.2,9.856643856872006,0.9886351032258174,0.898545588689115,2.971825318637912,0.9993591341169524,0.0116256460150299,0.01753789889472568,0.010176018719507818,7,41,201,xsum,1
q0.5_range,0.25,11.87438816862775,1.1592568351515482,0.9157851347118658,2.9204215283668016,0.9995971696289586,0.009392828217384599,0.014425191191358877,0.0082216158694026,7,41,201,xsum,1
q0.5_range,0.3,14.026926526142779,1.178799414643195,0.9287085450874614,2.8832647120251838,0.9997919582515868,0.0068446944399364485,0.010707364359731741,0.005991214480473344,7,41,201,xsum,1
q0.5_range,0.35,16.09661146944752,1.0417442454190247,0.9378751234756415,2.860012385437818,0.9999081192692905,0.0045933695296449745,0.006965013700686029,0.004020612210182099,7,41,201,xsum,1
q0.5_range,0.4,17.867618891740694,0.897405135859661,0.9440328335824171,2.8490935713460064,0.9999556711022751,0.0032113998845325264,0.004502278095142032,0.002810963390643387,7,41,201,xsum,1
q0.5_range,0.45,19.31773776456636,0.7389747805638596,0.9482341042109882,2.847855445336211,0.9999781946249271,0.0022623317085864103,0.0031687772706971984,0.001980236606769951,7,41,201,xsum,1
q0.5_range,0.5,20.67678280234355,0.6930811678886946,0.951636576658983,2.855448754972662,0.9999854903216608,0.0018520698630710179,0.0028538934142066097,0.0016211312104360924,7,41,201,xsum,1
q_large,0.0,9.957951377573542,0.5997769744217908,0.8995777382231334,3.630208210434639,0.9997740075035392,0.0069101740171854725,0.009715817364608803,0.00604852926564486,7,41,201,xsum,1
q_large,0.05,9.516915395319016,0.5891200104432069,0.8949239371727672,3.5825062300764348,0.9997359380813962,0.0074310563653496925,0.010540403460229442,0.006504461651572289,7,41,201,xsum,1
q_large,0.1,9.095827757056174,0.5878664211090581,0.8900594836765416,3.535452468317787,0.9996814468019539,0.008117707459623816,0.011541741251567927,0.007105492715142483,7,41,201,xsum,1
q_large,0.15,8.66897493919912,0.5777008108511911,0.8846461078716206,3.4880389551138142,0.9996226000026385,0.008782267882457713,0.012472777275085889,0.00768718764153702,7,41,201,xsum,1
q_large,0.2,8.257893709420125,0.5652996867838698,0.87890374529049,3.4382642562554087,0.9995553947601089,0.009470640809662614,0.013476835139039522,0.008289725838914042,7,41,201,xsum,1
q_large,0.25,7.856712032848439,0.5479131146884407,0.8727202937031343,3.385854514142436,0.9994830419127348,0.010140730069154696,0.014516048506457047,0.008876260199199655,7,41,201,xsum,1
q_large,0.3,7.4569767818942205,0.5286817544704705,0.8658973965926738,3.3309083550440626,0.9993975612433431,0.010861953487782947,0.015670908167393804,0.009507552688186524,7,41,201,xsum,1
q_large,0.35,7.051233398141789,0.5086593613685783,0.858180839643809,3.2734316166904365,0.9992899358073207,0.011687888481607244,0.017022694689152296,0.010230500036435972,7,41,201,xsum,1
q_large,0.4,6.6340856929795065,0.48832474277371773,0.8492633278677353,3.213451757323981,0.9991472771063101,0.012676103421227785,0.01861591201009105,0.011095492288176233,7,41,201,xsum,1
q_large,0.45,6.197646018928565,0.4670417154511357,0.8386484163590747,3.151453026330366,0.9989500751845177,0.01389125025523513,0.02058358078023126,0.012159119798752695,7,41,201,xsum,1
q_large,0.5,5.739727115652834,0.44373344186200936,0.8257756893576185,3.0877429570912205,0.9986715419876084,0.015387882732889649,0.022946745017104142,0.013469133890799396,7,41,201,xsum,1
q_large,0.55,5.267326913917536,0.4166434096855423,0.8101503824724148,3.0215860870535116,0.9982850115017773,0.017156281665856123,0.025567129852507087,0.01501702728288787,7,41,201,xsum,1
q_large,0.6,4.796447677942653,0.3810046866804135,0.7915123718332874,2.9503168232345036,0.9978158283358451,0.01892039039368346,0.027628332513582876,0.016561165424924005,7,41,201,xsum,1
