текст,условие,проекция,"доля > 0, %"
11,словарь к 25 [случайная ось],-0.0080056320568912,36.734693877551024
11,словарь к 60,0.10631790574218968,95.65217391304348
11,словарь к 60 [случайная ось],-0.008969156316061514,26.08695652173913
11,все слова разные,0.2459592106993063,100.0
11,все слова разные [случайная ось],0.002706888938174775,54.761904761904766
11,чужие хапаксы,0.2007855460267412,100.0
11,чужие хапаксы [случайная ось],-0.008446509217730026,29.268292682926827
11,хапаксы одного домена,0.20299637056435912,100.0
11,хапаксы одного домена [случайная ось],-0.00985127212758488,29.545454545454547
11,20 чужих хапаксов,0.09559768324651619,100.0
11,20 чужих хапаксов [случайная ось],0.001983712798694222,52.27272727272727
11,маркер каждые 3,-0.02036190774865801,38.666666666666664
11,маркер каждые 3 [случайная ось],0.023375581155061134,80.0
11,без пунктуации,0.11677559347130105,100.0
11,без пунктуации [случайная ось],-0.0024846299409039584,40.909090909090914
11,без служебных,0.16159569909285187,100.0
11,без служебных [случайная ось],-0.018178540696517007,11.11111111111111
12,исходный,-0.007010465379625098,40.74074074074074
12,исходный [случайная ось],-0.000807989890794499,46.2962962962963
12,перемешивание,0.33822440170683354,100.0
12,перемешивание [случайная ось],-0.003011263957509276,39.34426229508197
12,эхо x2,0.042235327579801925,75.40983606557377
12,эхо x2 [случайная ось],0.00538080588254177,62.295081967213115
12,эхо x4,0.02436572981697236,61.66666666666667
12,эхо x4 [случайная ось],-0.001426646340375675,50.0
12,эхо на четверти,0.030040922658886974,70.83333333333334
12,эхо на четверти [случайная ось],0.004583531159296237,66.66666666666666
12,словарь к 25,0.08004410195732267,95.65217391304348
12,словарь к 25 [случайная ось],0.010403227342637251,66.66666666666666
12,словарь к 60,0.08102295728442332,93.22033898305084
12,словарь к 60 [случайная ось],-8.753199830180617e-05,55.932203389830505
12,все слова разные,0.19415204869977054,100.0
12,все слова разные [случайная ось],0.005235993052402417,58.620689655172406
12,чужие хапаксы,0.08623291886048788,96.36363636363636
12,чужие хапаксы [случайная ось],0.005391918386082937,65.45454545454545
12,хапаксы одного домена,0.11889031186265449,100.0
12,хапаксы одного домена [случайная ось],0.004632849781243972,60.416666666666664
12,20 чужих хапаксов,0.025996595416960006,69.49152542372882
