текст,условие,"радиус, абс","каркас: парная, абс","каркас: ребро MST, абс","каркас: до ближайшего, абс","облако: парная, абс",r / ребро каркаса,норма вектора
37,чужие хапаксы,8.444055875142416,29.275710282941958,21.909218041657045,21.452468420683317,31.567040696813248,0.38540636742253936,38.2132568359375
37,без пунктуации,8.036653995513916,26.12182779256601,20.235422636684817,19.893577045018134,27.587768208091276,0.3972480270715881,37.530896504720054
38,исходный,9.018295605977377,29.971772372169426,22.82610923757119,22.384196529547907,31.670517059776788,0.395153375464628,38.37538528442383
38,перемешивание,8.86786969502767,27.484190953681733,21.045080837714902,20.73405123107817,29.885650920086544,0.4213652331210144,38.0517946879069
38,эхо x4,5.553123474121094,32.32651800236862,25.410249887225664,24.857319762378964,33.22517970382061,0.21852507305105998,37.22726058959961
38,чужие хапаксы,8.721585273742676,28.91767477977142,21.81958908517933,21.403508736099862,31.0843616316691,0.3997499893167509,38.16569391886393
38,без пунктуации,8.394537607828775,26.345041382435387,20.37632077574084,20.06142048306363,27.851522699648495,0.4119812554815809,37.611794789632164
39,исходный,8.052016576131185,29.597000082189666,22.677509476548636,22.310931694068632,31.04397483452152,0.3551271156278027,37.63057200113932
39,перемешивание,8.440097173055014,26.80379152620003,20.985872361942096,20.7144018299267,28.795184875178705,0.40226484200448803,37.30324935913086
39,эхо x4,5.052014509836833,33.129884103661226,26.77587420725037,26.337927576953376,34.033567050796066,0.18870126146867042,37.13613764444987
39,чужие хапаксы,8.055107752482096,28.332162601315485,21.55693637620135,21.23579355750566,30.23626671608152,0.37370016948159773,37.647936503092446
39,без пунктуации,7.557751655578613,27.187059917381504,21.11396370066799,20.798403406244763,28.19785282553315,0.35795979282136203,37.18255869547526
40,исходный,8.79578431447347,30.268241808749234,23.378928127862903,23.008039696428487,31.021166574629603,0.37619324889723993,37.90693155924479
40,перемешивание,9.216048240661621,29.857338374386377,23.002045928230398,22.693938634060434,31.072886692268398,0.40095072097409945,37.573771158854164
40,эхо x4,5.174826463063558,32.624413132478004,26.3080495254204,25.832896086702238,33.02810702049266,0.19673302368101253,36.79153315226237
40,чужие хапаксы,8.307500839233398,29.191323256999937,22.499509793458262,22.228486324801008,30.523180323175637,0.3692328292462948,37.82080078125
40,без пунктуации,8.266872723897299,28.681820971528342,22.428931073075045,22.09289499620858,29.246845366627856,0.3685947024874663,37.30053202311198
41,исходный,8.45863119761149,30.109308904529627,23.078666450498975,22.74403805744549,31.06318486036646,0.3666062067557753,38.303793589274086
41,перемешивание,7.925812562306722,26.664208001649154,20.4690193970775,20.192306561234787,27.929600610363945,0.38728011520805256,37.90197499593099
