согласие,текст,условие,токен,класс,k,logp,PMI,смещение,cos дом,до центра,черешок,лист,длинный лист
,3,перемешивание,ica,подслово,1,-4.326725959777832,7.080021989214012,,,0.6380809373519474,0.7402587662978509,0,0
0.8770291209220886,3,перемешивание,.,пункт,4,-0.5808607339859009,2.8151956758756427,0.75342262859848,0.8402084708213806,0.8155683681971048,0.7663918875710705,0,0
0.02124183066189289,3,перемешивание,ĠMar,смысл-редк,3,-0.32976827025413513,8.997538137057873,1.1865562666857983,0.3260226845741272,1.1073414928493348,0.05767381616911822,0,0
,3,перемешивание,Ġspend,смысл-част,1,-14.700132369995117,-5.64475967816675,0.6214717167823108,0.862125813961029,0.56357125461135,0.6630317130548744,0,0
0.17904984951019287,3,перемешивание,Ġthe,служ,7,-4.685412406921387,-1.4441702469180862,0.6071360838579868,0.8854598999023438,0.6457398539061441,0.42384130437785283,1,0
,3,перемешивание,Ġhe,служ,1,-7.172481536865234,-1.121139921405553,0.6237185335701172,0.874100387096405,0.6144132415333365,0.8102881459589242,0,0
0.5446516275405884,3,перемешивание,jo,подслово,3,-0.13525374233722687,9.824575223718293,0.48129721684283594,0.9180599451065063,0.7816093096722214,0.4379018902130533,1,0
0.5596410632133484,3,перемешивание,ĠManchester,смысл-редк,3,-10.042969703674316,-0.29444983128600377,0.5370423024440987,0.8991490602493286,0.6876621781556196,0.724751405465466,0,0
,3,перемешивание,ĠThe,служ,1,-9.051819801330566,-3.5072815635894408,0.8080442090437041,0.7857265472412109,0.6666751805406862,0.7297963044223191,0,0
0.6556065678596497,3,перемешивание,Ġliked,смысл-редк,2,-18.21550941467285,-8.130517305663327,0.7465649670348472,0.8133246302604675,0.7290767592257432,0.7873358680383108,0,0
,3,перемешивание,ĠSaturday,смысл-редк,1,-10.223166465759277,-1.041042068291766,0.5675556613215322,0.8893817067146301,0.6926177541664169,0.758504854313902,0,0
,3,перемешивание,Ġfor,служ,1,-4.638023853302002,0.3954043061128303,0.5772937381366474,0.8976527452468872,0.7195195630960433,0.8123769342719191,1,1
,3,перемешивание,Ġ',пункт,1,-5.984023094177246,0.10828810638667896,0.4306369169573942,0.9426572918891907,0.8695091947645878,0.6592205055577752,1,0
,3,перемешивание,Ġheadlines,смысл-редк,1,-23.1374454498291,-10.344403139717366,,,0.6105293384279606,0.789463535288669,0,0
0.8453658819198608,3,перемешивание,ĠDi,смысл-редк,2,-10.118703842163086,0.47711389061243104,0.6134875504364368,0.8692486882209778,0.5950879723264965,0.7924350942756297,0,0
0.05561993643641472,3,перемешивание,Ġthe,служ,7,-4.871976852416992,-1.6307346924136916,0.9986776791185562,0.43468958139419556,1.0886629172485172,1.1850113709394758,0,0
,3,перемешивание,full,подслово,1,-16.675704956054688,-3.8826626459429523,,,0.6448630599417495,0.7272229660907842,0,0
,3,перемешивание,Ġmeeting,смысл-редк,1,-9.544149398803711,0.2043704735846017,0.6433955653937792,0.8549758195877075,0.5968529136791919,0.7543649484461106,0,0
,3,перемешивание,ĠVers,смысл-редк,1,-6.784318923950195,4.910111097493431,,,0.6581920441157515,0.769975710906291,0,0
,3,перемешивание,".""",пункт,1,-7.138798713684082,0.02303181460628778,0.7571292634715019,0.8358230590820312,0.7357147062335544,0.8097869088061913,0,0
0.5099393725395203,3,перемешивание,ĠRo,смысл-редк,5,-3.4178829193115234,6.284116937441896,0.5162794381891777,0.9060835242271423,0.6830074678783373,0.7924350942756297,0,0
0.7828861474990845,3,перемешивание,ĠMaria,смысл-редк,5,-10.443765640258789,0.04669157685890113,0.7152600293804061,0.8158935308456421,0.6169090595499954,0.6660258507192438,0,0
0.7778078317642212,3,перемешивание,",",пункт,3,-5.257513999938965,-1.8699675765774533,0.6020465245434778,0.8998219966888428,0.8329382681684586,0.7663918875710705,0,0
,3,перемешивание,Ġtriumph,смысл-редк,1,-11.150301933288574,0.5441280881550519,,,0.7242547794701152,0.7843240053282662,1,1
,3,перемешивание,Ġflying,смысл-редк,1,-11.668121337890625,-1.2729743005772605,,,0.6541940907065902,0.7246537826502872,1,0
0.6389867067337036,3,перемешивание,Ġto,служ,8,-13.884930610656738,-10.01999837874765,0.6587600378515147,0.8690139055252075,0.7846287398584646,0.5215321587459882,1,0
,3,перемешивание,Ġbecause,служ,1,-14.500134468078613,-7.6014949922317285,0.66288210482656,0.8528859615325928,0.5787236244679284,0.7194099087712479,0,0
,3,перемешивание,ĠEaster,смысл-редк,1,-9.609823226928711,0.8806339901889793,,,0.7445244471200643,0.8337861560954238,1,1
0.4539433419704437,3,перемешивание,Ġwith,служ,4,-5.778337001800537,-0.5221918212549719,0.49332416972068277,0.9205343127250671,0.7308793733032184,0.5094848319227688,0,0
,3,перемешивание,ĠArgentina,смысл-редк,1,-11.20553207397461,0.8943630555771804,,,0.6358718577970112,0.6660258507192438,1,0
0.5191444158554077,3,перемешивание,-,пункт,2,-0.02031274139881134,5.109321903819445,0.4611515659966353,0.9364407658576965,0.8377612800535327,0.852368869959552,0,0
0.46691271662712097,3,перемешивание,Ġwith,служ,4,-4.23045539855957,1.025689781985995,0.5433962848380735,0.9034497141838074,0.6628307563866205,0.45007441382940794,1,0
0.6082149147987366,3,перемешивание,Ġto,служ,8,-3.441983461380005,0.42294877052908353,0.5350346171473173,0.9191381931304932,0.701070958837417,0.8123769342719191,0,0
0.3811369240283966,3,перемешивание,Ġon,служ,2,-4.874693870544434,0.31395209077096364,0.5601456814880976,0.9020901918411255,0.8042349417988934,0.6834057022169402,1,0
,3,перемешивание,Ġsex,смысл-редк,1,-9.067991256713867,1.422465960403823,,,0.5556846890062154,0.7370548652473096,0,0
,3,перемешивание,ĠWatson,смысл-редк,2,-11.635990142822266,-0.7888579817658439,,,0.720983187158591,0.574868498259329,1,0
0.7510132789611816,3,перемешивание,ĠI,служ,3,-6.899085521697998,-1.8592374814706032,0.7540000405154382,0.8167270421981812,0.6921350401261311,0.7530273579807654,0,0
,3,перемешивание,Ġevening,смысл-редк,1,-7.472243309020996,2.6127487999885286,0.5912594816707538,0.8817769885063171,0.7120125630946826,0.7873358680383108,1,1
0.1699657440185547,3,перемешивание,Ġthe,служ,7,-4.750344753265381,-1.5091025932620803,0.592333863915971,0.8924218416213989,0.6989081315832806,0.40216043550954944,1,0
,3,перемешивание,Ġcame,смысл-част,1,-13.465774536132812,-5.183591732537927,0.6410669523473757,0.8603441715240479,0.5534218097039053,0.8205071561900356,0,0
0.6744927167892456,3,перемешивание,Ġto,служ,8,-4.263222694396973,-0.39829046248788424,0.6555862398050011,0.8701996207237244,0.711808782037184,0.4788749149272568,1,0
0.49920541048049927,3,перемешивание,ĠRo,смысл-редк,5,-0.4187680184841156,9.283231838269304,0.4849264097533611,0.9194599390029907,0.7776786382013225,0.4231724507552597,0,0
,3,перемешивание,Ġallegations,смысл-редк,1,-16.32948112487793,-5.145876727200294,,,0.6818298081804276,0.789463535288669,1,1
,3,перемешивание,ĠLisbon,смысл-редк,1,-16.256643295288086,-4.156748165736296,,,0.6734401439784482,0.7696195534951848,1,1
0.7817621231079102,3,перемешивание,",",пункт,3,-5.803595542907715,-2.4160491195462033,0.5955239825093499,0.8996462821960449,0.838357915381423,0.3494616099737101,1,0
0.4875684678554535,3,перемешивание,ĠRo,смысл-редк,5,-0.6552139520645142,9.046785904688905,0.4586159142341691,0.9274739027023315,0.7839457927056508,0.716452504041319,0,0
0.5191444158554077,3,перемешивание,-,пункт,2,-1.8476581573486328,3.281976487869623,0.4924632447465207,0.9278239011764526,0.8741435849934015,0.46838573717288057,1,0
,3,перемешивание,Ġname,смысл-част,1,-18.060144424438477,-9.852069592997314,0.6725239355708337,0.8348598480224609,0.5863728003004783,0.7018506122851075,1,0
0.4333418607711792,3,перемешивание,Ġwith,служ,4,-6.26452112197876,-1.0083759414331945,0.5824124551080064,0.8917587399482727,0.6727013973274589,0.7618071510176957,0,0
,3,перемешивание,ĠWatson,смысл-редк,2,-12.584280967712402,-1.7371488066559806,,,0.6564927074909688,0.7605772616130445,0,0
0.6682294607162476,3,перемешивание,Ġtheir,служ,2,-4.402614593505859,1.7610644631684274,0.5296857675635408,0.9041749238967896,0.6381182230281849,0.5859053996320321,0,0
,3,перемешивание,Ġover,служ,1,-9.813286781311035,-2.978669164229081,0.527921277767478,0.8983474373817444,0.6341151089717935,0.8133973321235787,0,0
,3,перемешивание,Ġdid,служ,1,-8.923449516296387,-1.2779016829981042,0.6830498496937145,0.8417638540267944,0.5813482006329783,0.7667886873834591,0,0
0.5580922961235046,3,перемешивание,Ġand,служ,7,-5.5478668212890625,-1.534381967061056,0.6217913543701253,0.8901181221008301,0.821394093838988,0.6875927969651163,0,0
,3,перемешивание,Ġ35,пункт,1,-13.226579666137695,-3.1415875571281706,,,0.8070216267950591,0.894892854363062,1,1
0.5935999155044556,3,перемешивание,Ġan,служ,2,-5.2573747634887695,0.6279122676408289,0.6151434086083059,0.8793647289276123,0.6118941360960519,0.7706961286344292,0,0
,3,перемешивание,You,подслово,1,-2.727339267730713,5.748214928844712,0.7342602423198401,0.8240066766738892,0.8454129071935169,0.6724339818787588,1,0
,3,перемешивание,Ġshe,служ,1,-6.449833869934082,0.6131086572040791,0.709314641230875,0.8282240033149719,0.6288898891432232,0.6893061367725547,0,0
,3,перемешивание,Ġnot,служ,1,-6.542591094970703,-0.806585766556859,0.7064251303386495,0.8354946970939636,0.608731626965354,0.7530273579807654,1,0
,3,перемешивание,Ġyou,служ,1,-8.157713890075684,-3.1578459271531534,0.7566277775769166,0.8090203404426575,0.7074185549304445,0.8102881459589242,0,0
0.8140283823013306,3,перемешивание,",",пункт,3,-6.827754497528076,-3.4402080741665646,0.5561832075286434,0.9161643981933594,0.8523984237922755,0.3595776291169198,0,0
,3,перемешивание,Ġis,служ,1,-5.945734977722168,-1.3189089362025754,0.6792240683777676,0.8566439747810364,0.630998594109534,0.7369741523077907,0,0
0.1915467381477356,3,перемешивание,Ġthe,служ,7,-4.7681097984313965,-1.526867638428096,0.5928967615125945,0.8881014585494995,0.6233063268726127,0.8057652898067864,0,0
,3,перемешивание,1,пункт,1,-2.5064845085144043,4.8184976604622,0.5998971149721397,0.883489191532135,0.8138105227343507,0.945381876625282,1,1
0.7059510946273804,3,перемешивание,Ġdefender,смысл-редк,2,-11.875579833984375,-1.9729092817688034,0.6678435510735816,0.8406210541725159,0.7628959642106908,0.5104959370827181,1,0
,3,перемешивание,ĠBoth,служ,1,-11.385557174682617,-1.811390689439083,0.8975576350006527,0.7095872759819031,0.5933302558799233,0.6646395622780981,1,0
,3,перемешивание,Ġaffair,смысл-редк,1,-13.152425765991211,-2.1511429251075302,,,0.6935585401564649,0.825981354665533,1,1
0.5336034893989563,3,перемешивание,Ġand,служ,7,-3.496324062347412,0.5171607918805945,0.6583204152156003,0.8710193037986755,0.7998409732229121,0.5647795286219206,1,0
0.5979820489883423,3,перемешивание,Ġher,служ,2,-4.603145599365234,2.236653376458717,0.5969204536498159,0.8802343010902405,0.6952189784027507,0.519914737980801,1,0
,3,перемешивание,Ġa,служ,1,-3.0580010414123535,0.9618114826669091,0.6316952169775075,0.871437132358551,0.6843407210902346,0.7869103342490265,0,0
,3,перемешивание,a,подслово,1,-0.3839292824268341,7.024617964895812,0.623820520861002,0.8671811819076538,0.8321270789319767,0.7869103342490265,1,1
0.5979820489883423,3,перемешивание,Ġher,служ,2,-6.177524089813232,0.662274886010719,0.560439580347852,0.8953253626823425,0.6419485199104581,0.6552924351723942,0,0
,3,перемешивание,Ġfollowing,смысл-част,1,-8.317082405090332,0.3488255199763124,0.6449207301745459,0.853915274143219,0.6510459668800462,0.7968482618686412,1,1
,3,перемешивание,Ġas,служ,1,-10.67438793182373,-5.363464545264111,0.6262864071237263,0.870347797870636,0.6406399087890846,0.7473867966952542,0,0
,3,перемешивание,Ġ20,пункт,1,-7.107873439788818,1.2308215740694095,0.5328470187864763,0.9085131883621216,0.7348202370523967,0.894892854363062,0,0
,3,перемешивание,right,подслово,1,-2.6267099380493164,7.075289918704103,0.43803364037825654,0.9352645874023438,0.7766770855901403,0.9201729001326584,1,1
0.5935999155044556,3,перемешивание,Ġan,служ,2,-6.082310199737549,-0.19702316860795044,0.7837927795152783,0.7930030822753906,0.63924711460977,0.7473867966952542,0,0
0.6174212694168091,3,перемешивание,Ġwas,служ,4,-3.995408535003662,1.2199999425053454,0.5977101616922025,0.8895151019096375,0.6385074648455155,0.683804330772909,0,0
0.8148890733718872,3,перемешивание,ĠShe,служ,2,-7.370250225067139,0.5249522850936854,0.9223875730835732,0.7166891694068909,0.6433920174488085,0.6285990846961907,0,0
,3,перемешивание,ĠLeague,смысл-редк,1,-12.667891502380371,-3.276046573930792,0.890516060871357,0.7228758931159973,0.692217481465632,0.7113822320469005,1,0
0.5085224509239197,3,перемешивание,ĠRo,смысл-редк,5,-1.7285629510879517,7.9734369056654675,0.5233215606372416,0.9049776196479797,0.7537828417751412,0.4231724507552597,0,0
,3,перемешивание,'re,подслово,1,-5.827876091003418,1.5579944476481984,0.5263450225791333,0.9120049476623535,0.6041766461957935,0.945381876625282,0,0
0.6341909170150757,3,перемешивание,Ġhis,служ,2,-5.930315017700195,0.24265408588118387,0.5410970229727912,0.8994539380073547,0.5771889124897859,0.6287094745224936,0,0
0.6849760413169861,3,перемешивание,Ġto,служ,8,-4.006813049316406,-0.14188081740731784,0.6639217172110644,0.8604466319084167,0.6933138609696675,0.5158836384980575,0,0
0.7498764395713806,3,перемешивание,ĠI,служ,3,-6.603013038635254,-1.563164998407859,0.7374197840783806,0.8262423872947693,0.6846977733704673,0.7516657259643235,0,0
,3,перемешивание,ĠSarah,смысл-редк,2,-12.732995986938477,-1.0385659654948505,,,0.6326850291162414,0.7124045055320481,0,0
,3,перемешивание,Ġwin,смысл-част,1,-11.042529106140137,-2.256819981260872,0.6162910075361002,0.8634577989578247,0.565486628830803,0.7843240053282662,0,0
,3,перемешивание,Ġinstructor,смысл-редк,1,-26.51030731201172,-15.326702914334083,0.7099547550116789,0.8222842216491699,0.6318163631712342,0.7643232093120637,0,0
,3,перемешивание,Ġjoining,смысл-редк,1,-9.335065841674805,2.3593641797688214,,,0.6836554516461671,0.7543649484461106,1,0
0.70228511095047,3,перемешивание,Ġto,служ,8,-8.434067726135254,-4.569135494226165,0.6544804421197706,0.8657734990119934,0.7109047011505601,0.515720158959817,0,0
0.7743903398513794,3,перемешивание,ĠMaria,смысл-редк,5,-18.207571029663086,-7.717113812545396,0.6777615409527562,0.8363382816314697,0.6156443139300778,0.7727536776841251,0,0
,3,перемешивание,"Ġ""",пункт,1,-2.2333714962005615,3.294241090657221,0.48750163722927314,0.9282415509223938,0.7723058238619713,0.852368869959552,0,0
0.03136796876788139,3,перемешивание,ĠRo,смысл-редк,5,-2.5350499153137207,7.166949941439698,1.2160283359683777,0.31885576248168945,1.135509466576867,0.05488631190996689,1,0
0.7125940322875977,3,перемешивание,Ġbut,служ,2,-7.419681549072266,-1.4422792290348614,0.6599064111255919,0.855269193649292,0.6264498706247399,0.7194099087712479,0,0
,3,перемешивание,Ġabout,служ,1,-9.136138916015625,-2.7266032407878953,0.6885845793399102,0.8437732458114624,0.6806666628028527,0.8133973321235787,1,1
0.6341909170150757,3,перемешивание,Ġhis,служ,2,-4.730447769165039,1.4425213344163401,0.4726360703425079,0.9257906079292297,0.6085276523835842,0.517512264706736,0,0
,3,перемешивание,Ġrespectively,смысл-редк,1,-10.985849380493164,-0.49539216337547387,,,0.6495920190310549,0.6174237716576092,1,0
,3,перемешивание,Ġthat,служ,1,-5.835735321044922,-1.0450525571858948,0.6788615329098528,0.854888379573822,0.6494296521675779,0.6945395345620543,1,0
0.6682294607162476,3,перемешивание,Ġtheir,служ,2,-8.107718467712402,-1.9440394110381156,0.6050283465130317,0.8731746077537537,0.5854365298767568,0.4672523542438862,1,0
0.10457881540060043,3,перемешивание,Ġthe,служ,7,-3.191579818725586,0.04966234127771463,0.5555060661039634,0.9143867492675781,0.6956987895789696,0.42384130437785283,0,0
0.6615947484970093,3,перемешивание,Ġhim,служ,3,-8.576497077941895,-1.4905650325790347,0.6639078479716335,0.8459699153900146,0.5734729884517499,0.6945395345620543,0,0
0.7000250816345215,3,перемешивание,Ġsaid,смысл-част,3,-13.407403945922852,-6.816897152999038,0.7200179526022905,0.8172173500061035,0.6285977965099994,0.5222068471941206,1,0
0.7798178791999817,3,перемешивание,ĠMaria,смысл-редк,5,-19.278697967529297,-8.788240750411607,0.8152313134248886,0.7679334282875061,0.5988642114290345,0.7383638093301592,0,0
0.8630006909370422,3,перемешивание,.,пункт,4,-2.8216700553894043,0.5743863544721393,0.8263799886522621,0.8063386082649231,0.8605610195161304,0.3153350721710884,1,0
0.7044982314109802,3,перемешивание,ĠI,служ,3,-6.62888765335083,-1.5890396131234352,0.6487059359016462,0.8602767586708069,0.705271661174631,0.5400697279447416,1,0
,3,перемешивание,Ġd,служ,1,-2.1006710529327393,6.47286355200289,0.5100599551636376,0.912921130657196,0.6668023259868179,0.951762653727664,0,0
0.34157827496528625,3,перемешивание,Ġplayed,смысл-редк,2,-20.058210372924805,-10.76167562427955,0.552652034661445,0.895704448223114,0.5850961206838411,0.7052422007623146,0,0
,3,перемешивание,Ġsell,смысл-редк,1,-9.61561393737793,-0.34893215188235516,0.6720868287504439,0.8366302847862244,0.6049690635779759,0.5743598379962173,1,0
0.7071701288223267,3,перемешивание,jo,подслово,3,-4.0259294509887695,5.93389951506675,0.4868499765002918,0.9178836941719055,0.7636215512112434,0.716452504041319,0,0
,3,перемешивание,Ġsleeping,смысл-редк,1,-10.426802635192871,-0.1186669748691358,,,0.6429501370297308,0.8819927318473622,0,0
,3,перемешивание,Ġby,служ,1,-11.948478698730469,-6.189824318534236,0.716543159806081,0.8293694257736206,0.6512623915232587,0.7166370619805803,1,0
,3,перемешивание,Ġrevealed,смысл-редк,1,-9.832178115844727,0.25281399316479813,,,0.6156212200337231,0.6891225019166538,0,0
0.17572373151779175,3,перемешивание,Ġin,служ,2,-4.651131629943848,-0.25175802496285193,0.5956260988164156,0.8846402764320374,0.6624197108347427,0.7768074248315253,1,1
0.7916329503059387,3,перемешивание,ĠMaria,смысл-редк,5,-12.462812423706055,-1.9723552065883645,0.741752728000866,0.8056207895278931,0.6071982696571095,0.7124045055320481,0,0
,3,перемешивание,Ġreasons,смысл-редк,1,-18.04668426513672,-8.472517779893185,0.6953232879848892,0.8292760252952576,0.6188361742418969,0.825981354665533,0,0
,3,перемешивание,ĠSport,смысл-редк,1,-4.019658088684082,6.981624752199599,,,0.7500351152485496,0.7962420552369255,1,1
0.6443133354187012,3,перемешивание,Ġhim,служ,3,-14.115604400634766,-7.029672355271906,0.6231871159215973,0.8664282560348511,0.5837231949963624,0.5704689335231817,0,0
,3,перемешивание,ĠAngel,смысл-редк,1,-13.68082332611084,-2.679540485227159,,,0.6375399079979613,0.8337861560954238,0,0
0.28300878405570984,3,перемешивание,ĠSunday,смысл-редк,2,-7.46541166305542,1.6640690009266699,0.5997527458658776,0.8779031038284302,0.713031597398357,0.6903067624315635,0,0
,3,перемешивание,Ġuploaded,смысл-редк,1,-16.039709091186523,-5.192576930130102,,,0.6833446516667342,0.6986859662103031,1,0
0.1688065081834793,3,перемешивание,Ġwith,служ,4,-6.753563404083252,-1.4974182235376867,1.3460495527690306,0.20510651171207428,1.1124563393352713,0.05105923226073068,0,0
0.3811369240283966,3,перемешивание,Ġon,служ,2,-4.99379825592041,0.19484770539498708,0.6594284061759036,0.858132004737854,0.6200698269622531,0.7379663221291264,0,0
0.6556065678596497,3,перемешивание,Ġliked,смысл-редк,2,-19.147785186767578,-9.062793077758053,0.7959884855575494,0.7847649455070496,0.6829665052409484,0.742335802525073,0,0
0.5005720257759094,3,перемешивание,Ġand,служ,7,-4.850715160369873,-0.8372303061418664,0.7972147198475124,0.8095903992652893,0.7815142892550971,0.6247653875387338,1,0
0.17572373151779175,3,перемешивание,Ġin,служ,2,-3.94964337348938,0.44973023149161584,1.3270083126841172,0.21722844243049622,1.1012637986064417,0.07595376370403244,1,0
0.02234058827161789,3,перемешивание,Ġ(,пункт,2,-3.7610974311828613,1.4961144161305064,0.5688296315983737,0.9054701328277588,0.8277166607929494,0.7889734440071403,0,0
,3,перемешивание,ĠPremier,смысл-редк,1,-10.807281494140625,-1.0099714575828802,0.6629216482859607,0.8398298025131226,0.6944987455736994,0.7654190911428994,1,1
,3,перемешивание,Ġdaughter,смысл-редк,1,-10.713906288146973,-1.0119064313935535,0.6118518832968555,0.8657218217849731,0.6586607599004256,0.7403083777707733,1,0
0.5615901350975037,3,перемешивание,Ġlooking,смысл-част,2,-7.32688570022583,1.3230218834943734,0.5832786697455793,0.8842148184776306,0.5715556144814952,0.7768074248315253,0,0
0.5120692849159241,3,перемешивание,Ġand,служ,7,-4.271141529083252,-0.25765667485524535,0.5392240950768058,0.9153003692626953,0.8265803507809709,0.53560968634997,0,0
0.6711647510528564,3,перемешивание,ĠUnited,смысл-част,2,-11.743101119995117,-3.027596253789101,0.5746371014506805,0.8735520243644714,0.7084989364280666,1.1850113709394758,0,0
0.6661334037780762,3,перемешивание,Ġwas,служ,4,-14.409405708312988,-9.19399723080398,0.7006270141594474,0.8413531184196472,0.5817711801815757,0.7123962553377766,0,0
,3,перемешивание,Ġclear,смысл-част,1,-12.235193252563477,-3.431134989016016,0.7494249977297707,0.7988039255142212,0.7414397992544506,0.7912783171039688,1,1
0.403898686170578,3,перемешивание,Ġand,служ,7,-5.137910842895508,-1.1244259886675012,0.8014226470908485,0.8076866269111633,0.693402237053483,0.7706961286344292,0,0
,3,перемешивание,ĠCity,смысл-редк,1,-13.001388549804688,-3.819264152337176,0.7298849810900678,0.8001521825790405,0.6443470597268295,0.7675450021390052,1,1
,3,перемешивание,Ġhimself,смысл-редк,1,-9.936344146728516,-0.6090377394165074,0.6027483725667719,0.8752451539039612,0.5965808185539847,0.6287094745224936,1,0
,3,перемешивание,Ġlooked,смысл-част,1,-5.725116729736328,3.2177779786653495,0.6634322943293794,0.8505564332008362,0.5731861209738465,0.742335802525073,0,0
0.6711647510528564,3,перемешивание,ĠUnited,смысл-част,2,-9.496055603027344,-0.7805507368213274,0.5508251010338979,0.8851155638694763,0.7315425809803772,0.4568761243157438,1,0
0.6433023810386658,3,перемешивание,Ġhim,служ,3,-6.214145183563232,0.8717868617996274,0.6352068438933219,0.8591567873954773,0.6291634679545091,0.5358172423321894,1,0
,3,перемешивание,Ġpro,смысл-редк,1,-4.396285533905029,5.261262560277556,,,0.7788711992681091,0.8819927318473622,1,1
0.4453318119049072,3,перемешивание,Ġand,служ,7,-4.255504608154297,-0.24201975392629027,0.5146592529912867,0.9243527054786682,0.888457865739811,0.511300917075077,0,0
0.22258137166500092,3,перемешивание,ĠMar,смысл-редк,3,-2.382617473602295,6.944688933709713,0.4522034230022231,0.9271420836448669,0.788203455686667,0.5277379582099544,1,0
0.665328323841095,3,перемешивание,Ġto,служ,8,-13.942931175231934,-10.077998943322845,0.5585961326491686,0.9100149273872375,0.7367539960776068,0.5215321587459882,0,0
,3,перемешивание,Ġminutes,смысл-част,1,-24.31718635559082,-15.942984653275683,0.6545666894366037,0.849432647228241,0.6377218853209129,0.7370548652473096,1,0
,3,перемешивание,Ġche,смысл-редк,1,-4.5090508460998535,5.886096191213511,,,0.574379198105356,0.7168225678134778,1,0
0.7125940322875977,3,перемешивание,Ġbut,служ,2,-6.43941593170166,-0.4620136116642559,0.722228967399938,0.8308163285255432,0.7103781861169088,0.5271067182616347,1,0
,3,перемешивание,Ġoffered,смысл-редк,1,-10.9234619140625,-1.5961555067504918,0.704312683903097,0.8268252015113831,0.7489684739741775,0.8205071561900356,1,1
0.34157827496528625,3,перемешивание,Ġplayed,смысл-редк,2,-13.812726020812988,-4.516191272167733,0.6658250929257074,0.8491802215576172,0.7557896884667478,0.7052422007623146,1,0
,3,перемешивание,Ġsays,смысл-част,1,-8.95891284942627,-0.5096759611682184,0.7155112883924218,0.8237141966819763,0.6334885418899685,0.6392949283881316,1,0
0.28300878405570984,3,перемешивание,ĠSunday,смысл-редк,2,-7.797171115875244,1.3323095481068457,0.5351135427958927,0.9018766283988953,0.7176410229961951,0.6814650207325029,1,0
0.6311404705047607,3,перемешивание,Ġhow,служ,2,-8.104525566101074,-1.092226771781668,0.6719263326215877,0.8522198796272278,0.7109103133544229,0.5586388710017627,1,0
0.6311404705047607,3,перемешивание,Ġhow,служ,2,-7.9559783935546875,-0.9436795992352813,0.6251674497880592,0.8720735907554626,0.6113920051205628,0.7755547999884722,0,0
0.8011924624443054,3,перемешивание,.,пункт,4,-2.0562355518341064,1.3398208580274371,0.7460581269687606,0.830898106098175,0.724576352300641,0.7239455929052963,0,0
,3,перемешивание,Ġcelebrated,смысл-редк,1,-9.3225736618042,1.0725733755091653,0.7529806191632217,0.802717924118042,0.6944750711045312,0.6998186493377709,1,0
0.6563998460769653,3,перемешивание,Ġwas,служ,4,-8.630348205566406,-3.4149397280573988,0.6397772420964825,0.8699301481246948,0.5776226648894761,0.7084438089914679,0,0
,3,перемешивание,ĠBen,смысл-редк,1,-3.4277117252349854,7.419420435821436,,,0.6503659870993898,0.7675450021390052,0,0
,3,перемешивание,Ġfellow,смысл-редк,1,-10.957817077636719,-0.7297241249865198,,,0.660400994654507,0.6965372006346848,0,0
,3,перемешивание,Ġeventually,смысл-редк,1,-13.391974449157715,-4.0001295207081355,0.6280132887030997,0.8658843040466309,0.6895403312069254,0.8042834128929942,0,0
0.7059510946273804,3,перемешивание,Ġdefender,смысл-редк,2,-24.347049713134766,-14.444379160919194,0.6634813204780654,0.8434832692146301,0.6964060562818553,0.7404637523877166,0,0
,3,перемешивание,Ġhave,служ,1,-13.87036418914795,-8.281471171072154,0.7511116907688397,0.8129116296768188,0.6312500466458207,0.7084438089914679,1,0
,3,перемешивание,Ġ3,пункт,1,-4.4498138427734375,3.346016193574183,0.46946665884613975,0.9307498931884766,0.8523753298959208,0.951762653727664,1,1
0.21042592823505402,3,перемешивание,ĠMar,смысл-редк,3,-0.8890988826751709,8.438207524636837,0.515884164865397,0.9069981575012207,0.7666096949736542,0.7727536776841251,0,0
,3,перемешивание,Ġrecord,смысл-редк,1,-11.86966609954834,-2.51061099392175,0.6885275541880176,0.837034285068512,0.5918294106492283,0.9201729001326584,0,0
0.0482306070625782,3,перемешивание,Ġthe,служ,7,-3.094003677368164,0.1472384826351365,1.02874193267079,0.4056538939476013,1.124164428722388,0.02877696583310486,0,0
0.7475308775901794,3,перемешивание,ĠMaria,смысл-редк,5,-14.487910270690918,-3.9974530535732278,0.6410805635544451,0.8510458469390869,0.6484686751452421,0.4702590286977164,1,0
,3,перемешивание,Ġbest,смысл-част,1,-9.007220268249512,-0.9503764065322713,0.6512923232771933,0.8405917882919312,0.5751644550895066,0.7287511330656308,0,0
0.02234058827161789,3,перемешивание,Ġ(,пункт,2,-0.03709844872355461,5.220113398589813,0.5595840740532816,0.9112992286682129,1.0872285153509098,0.7889734440071403,1,1
0.5769149661064148,3,перемешивание,ĠManchester,смысл-редк,3,-12.252029418945312,-2.503509546557,0.47118357392555,0.9230777621269226,0.6867387448418829,0.6998186493377709,0,0
0.050259511917829514,3,перемешивание,Ġthe,служ,7,-2.9588539600372314,0.2823881999660691,1.0226424346933498,0.41153645515441895,1.1168017333191993,0.07595376370403244,0,0
0.49484983086586,3,перемешивание,Ġand,служ,7,-3.5497334003448486,0.46375145388315797,0.6594504679428123,0.8740958571434021,0.9112588308561259,0.47194187304155044,1,0
0.8274890184402466,3,перемешивание,He,подслово,2,-3.040376663208008,6.256158085437248,0.6029719576080161,0.8800299763679504,0.7344046114261022,0.36289088315554074,1,0
