mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,arm,text
q_small,0.35,16.158702987157575,0.8130972554560084,0.9381138448553223,3.157244012479809,0.9999338894995976,0.004026764982310153,0.006441742143048046,0.0031140780877558336,8,51,256,standard_frac,xsum_1
q_small,0.4,17.371643430684,0.8360514428399617,0.9424349225224325,3.0665743487755326,0.9999481524347784,0.0035824321384635006,0.0057795710220407415,0.0027704555573196833,8,51,256,standard_frac,xsum_1
q_small,0.45,18.39243490548936,0.8364667672104047,0.9456298198069717,2.9735341917572535,0.9999589766060559,0.003197400366671175,0.005570371406245833,0.0024726932074195388,8,51,256,standard_frac,xsum_1
q_small,0.5,19.182997998842083,0.8209413842203307,0.9478705049095891,2.876414039810542,0.9999667648862077,0.002884735313140634,0.005401049789026224,0.0022308952886723973,8,51,256,standard_frac,xsum_1
q_small,0.55,19.839894995690756,0.8103409938036744,0.9495965074302459,2.771764116419732,0.999971800661005,0.0026620478386098797,0.0052803666548006944,0.002058681070087417,8,51,256,standard_frac,xsum_1
q_small,0.6,20.432826282437038,0.8099431226002896,0.9510591444288083,2.656305089572564,0.9999750356288668,0.0025085595859144264,0.0051532225566113254,0.0019399817155070988,8,51,256,standard_frac,xsum_1
q_small,0.65,21.05026513426281,0.8379133827302703,0.952494660108944,2.525899396577489,0.999976352575169,0.0024451796396318596,0.005180500232908614,0.0018909671584647228,8,51,256,standard_frac,xsum_1
q_small,0.7,21.7757622945759,0.9100223404983856,0.9540773826205345,2.375190984085246,0.9999757236077632,0.002481601851695752,0.0054319921808909655,0.0019191340897343726,8,51,256,standard_frac,xsum_1
q_small,0.75,22.869632716922837,0.9496418212641011,0.9562738933161777,2.1947777568259097,0.9999783698185778,0.002347838592068477,0.005279705810129265,0.0018156889575793997,8,51,256,standard_frac,xsum_1
q_small,0.8,24.21908349203914,0.8963709031598764,0.9587102459790148,1.974118879382092,0.9999847554511696,0.001976055446818189,0.0045180431145013245,0.0015281723652014012,8,51,256,standard_frac,xsum_1
q_small,0.85,25.50345679795942,0.8784748718043079,0.9607896291109834,1.6929624853434522,0.9999881436236672,0.0017464575279003756,0.003955933741874418,0.0013506139898213422,8,51,256,standard_frac,xsum_1
q_small,0.9,26.640672022742393,0.9750331873065133,0.9624634093634602,1.2995462047370703,0.9999877753740747,0.0017764616272433129,0.0030461670746326774,0.0013738175064698568,8,51,256,standard_frac,xsum_1
