L,"группа>=5%, длина>=1.2","группа>=5%, длина>=1.4","группа>=10%, длина>=1.2","группа>=10%, длина>=1.4","группа>=5 точек, длина>=1.4",из 10 длинных: группа>=5,из 10 длинных: группа>=5%,со_стоком,рёбер,топ10_без_hapax,топ10_без_hapax_лист,топ10_без_hapax_группа,текст
41,0,0,0,0,0,1,5,0,40,7,2,1,0
41,0,0,0,0,0,1,3,0,40,6,4,1,0
41,2,0,0,0,0,0,4,0,40,3,3,0,0
81,1,0,0,0,0,0,0,0,80,4,3,0,0
81,1,0,1,0,0,0,0,0,80,4,3,0,0
81,6,0,2,0,0,0,1,0,80,3,1,0,0
121,6,0,4,0,0,0,0,0,120,3,2,0,0
121,4,0,2,0,0,0,0,0,120,4,3,0,0
121,7,0,2,0,0,3,3,0,120,5,2,3,0
201,10,2,6,1,2,0,0,0,200,2,0,0,0
201,12,0,6,0,0,0,0,0,200,2,0,0,0
201,13,2,5,1,3,0,0,0,200,3,2,0,0
321,17,2,13,1,6,1,0,0,320,1,0,1,0
321,19,3,15,2,9,1,0,0,320,1,0,1,0
321,16,3,12,1,10,1,0,0,320,1,0,1,0
401,24,3,18,1,20,1,0,0,400,1,0,1,0
401,23,4,17,1,18,1,0,0,400,1,0,1,0
401,23,4,15,2,21,1,0,0,400,1,0,1,0
41,2,0,1,0,0,1,3,0,40,5,3,1,1
41,0,0,0,0,0,0,1,0,40,2,1,0,1
41,0,0,0,0,0,1,2,0,40,4,4,0,1
81,1,0,1,0,0,3,3,0,80,4,2,2,1
81,2,0,0,0,0,1,2,0,80,6,3,0,1
81,0,0,0,0,0,0,0,0,80,6,4,0,1
121,1,0,1,0,0,0,0,0,120,3,2,0,1
121,1,0,1,0,0,0,0,0,120,6,3,0,1
121,0,0,0,0,0,1,0,0,120,4,2,1,1
201,7,0,5,0,0,1,1,0,200,1,0,0,1
201,4,0,0,0,1,1,0,0,200,2,0,1,1
201,4,0,1,0,0,0,0,0,200,2,1,0,1
321,6,0,3,0,1,1,0,0,320,1,0,1,1
321,7,0,4,0,1,1,0,0,320,2,1,1,1
321,5,0,3,0,1,1,0,0,320,1,0,1,1
41,3,0,0,0,0,0,4,0,40,4,2,0,2
41,3,0,1,0,0,1,5,0,40,5,3,1,2
41,3,1,0,0,0,0,5,1,40,6,3,0,2
81,1,0,1,0,0,0,0,0,80,5,5,0,2
81,1,0,1,0,0,0,0,0,80,10,8,0,2
81,1,0,0,0,0,0,1,0,80,7,5,0,2
121,1,0,0,0,0,0,0,0,120,6,2,0,2
121,9,0,4,0,0,1,1,0,120,9,6,1,2
121,3,1,2,0,1,1,1,0,120,6,3,1,2
201,9,0,4,0,1,1,0,0,200,8,6,1,2
201,4,0,2,0,0,0,0,0,200,6,5,0,2
201,3,0,2,0,1,1,0,0,200,6,3,1,2
321,9,0,6,0,9,1,0,0,320,5,2,1,2
321,21,1,12,0,8,1,0,0,320,4,0,1,2
321,13,1,5,0,11,1,0,0,320,3,1,1,2
401,16,3,11,1,19,1,0,0,400,4,0,1,2
401,18,1,12,1,18,1,0,0,400,3,0,1,2
401,21,3,13,1,14,1,0,0,400,5,0,1,2
41,1,1,0,0,0,0,3,1,40,5,4,0,3
41,1,0,0,0,0,0,3,0,40,5,2,0,3
41,0,0,0,0,0,1,1,0,40,5,5,0,3
81,0,0,0,0,0,0,0,0,80,3,2,0,3
81,0,0,0,0,0,0,0,0,80,6,5,0,3
81,1,0,0,0,0,1,1,0,80,8,5,1,3
121,0,0,0,0,0,0,0,0,120,3,0,0,3
121,1,0,0,0,1,1,0,0,120,6,3,1,3
121,0,0,0,0,0,0,0,0,120,7,5,0,3
201,4,0,0,0,0,0,0,0,200,5,4,0,3
201,2,0,1,0,0,0,0,0,200,6,3,0,3
201,2,0,1,0,0,0,0,0,200,7,2,0,3
321,4,0,2,0,1,1,0,0,320,5,1,1,3
321,9,0,3,0,1,1,0,0,320,5,0,1,3
321,7,0,4,0,1,1,0,0,320,4,1,1,3
401,10,0,5,0,3,2,0,0,400,5,2,2,3
401,9,0,5,0,2,1,0,0,400,4,0,1,3
401,10,0,5,0,5,2,0,0,400,4,0,2,3
41,3,1,0,0,0,0,4,1,40,4,2,0,4
41,1,1,0,0,0,1,3,1,40,5,3,1,4
41,1,0,0,0,0,0,1,0,40,4,4,0,4
81,2,0,0,0,0,1,2,0,80,3,1,1,4
81,0,0,0,0,0,0,0,0,80,3,2,0,4
81,0,0,0,0,0,0,0,0,80,2,1,0,4
121,1,0,1,0,1,1,0,0,120,4,1,1,4
121,7,1,4,0,1,1,1,1,120,3,0,1,4
121,3,0,3,0,1,1,0,0,120,1,0,1,4
201,7,0,5,0,1,1,0,0,200,2,1,1,4
201,11,0,9,0,1,1,0,0,200,2,0,1,4
201,3,0,2,0,1,1,0,0,200,2,0,1,4
321,13,0,9,0,2,2,0,0,320,2,0,2,4
321,16,0,13,0,4,3,0,0,320,2,0,2,4
321,20,0,15,0,4,3,0,0,320,2,0,2,4
41,0,0,0,0,0,0,2,0,40,6,4,0,5
41,1,0,0,0,0,0,4,0,40,2,2,0,5
41,1,0,0,0,0,0,3,1,40,4,1,0,5
81,0,0,0,0,0,0,0,0,80,5,4,0,5
81,0,0,0,0,0,0,0,0,80,4,2,0,5
81,2,0,0,0,0,0,2,0,80,3,2,0,5
121,0,0,0,0,0,0,0,0,120,3,1,0,5
121,0,0,0,0,0,0,0,0,120,3,3,0,5
121,1,0,1,0,1,1,0,0,120,3,2,1,5
201,7,0,5,0,0,0,0,0,200,2,0,0,5
201,1,0,0,0,0,0,0,0,200,4,1,0,5
201,0,0,0,0,0,0,0,0,200,1,0,0,5
321,7,0,5,0,2,2,0,0,320,3,1,1,5
321,6,0,4,0,3,1,0,0,320,4,1,1,5
321,16,0,8,0,4,2,0,0,320,2,0,1,5
41,1,0,0,0,0,1,4,0,40,5,4,0,6
41,2,0,1,0,0,1,2,0,40,6,4,1,6
41,1,0,0,0,0,1,3,0,40,7,4,1,6
81,2,0,1,0,0,1,2,0,80,6,4,1,6
81,1,0,0,0,0,0,1,0,80,3,0,0,6
81,0,0,0,0,0,0,0,0,80,5,2,0,6
121,2,0,2,0,0,1,0,0,120,5,2,1,6
121,2,0,1,0,0,3,2,0,120,7,1,3,6
121,2,0,0,0,0,1,1,0,120,6,3,1,6
201,2,0,1,0,0,1,0,0,200,4,2,1,6
201,2,1,0,0,2,2,1,0,200,4,1,2,6
201,0,0,0,0,1,1,0,0,200,6,4,1,6
321,11,1,5,0,2,2,1,0,320,4,1,2,6
321,2,0,1,0,1,1,0,0,320,4,2,1,6
321,2,0,0,0,1,1,0,0,320,4,2,1,6
401,2,0,0,0,1,1,0,0,400,4,3,1,6
401,5,0,3,0,1,1,0,0,400,5,3,1,6
401,7,0,3,0,1,1,0,0,400,3,0,1,6
41,1,0,0,0,0,1,4,0,40,3,1,0,7
41,0,0,0,0,0,0,1,0,40,4,3,0,7
41,1,1,0,0,0,0,2,1,40,4,2,0,7
81,1,0,0,0,0,0,0,0,80,5,5,0,7
81,1,0,0,0,0,1,1,0,80,3,1,1,7
81,1,0,0,0,0,1,1,0,80,1,0,0,7
121,0,0,0,0,0,0,0,0,120,4,3,0,7
121,1,0,0,0,0,1,1,0,120,6,4,1,7
121,4,0,1,0,0,0,0,0,120,5,4,0,7
201,2,0,0,0,1,1,0,0,200,1,0,1,7
201,3,0,1,0,1,1,0,0,200,2,1,1,7
201,2,0,0,0,1,1,0,0,200,4,3,1,7
321,7,0,3,0,1,1,0,0,320,4,2,1,7
321,5,0,0,0,1,1,0,0,320,1,0,1,7
321,11,0,5,0,1,1,0,0,320,2,0,1,7
41,1,0,1,0,0,2,3,0,40,5,3,2,8
41,0,0,0,0,0,1,3,0,40,9,7,0,8
41,0,0,0,0,0,1,4,0,40,6,4,1,8
81,0,0,0,0,0,0,0,0,80,6,5,0,8
81,1,0,0,0,0,0,0,0,80,5,3,0,8
81,1,0,0,0,0,0,0,0,80,6,4,0,8
121,3,0,1,0,0,0,0,0,120,5,4,0,8
121,1,0,0,0,0,0,0,0,120,5,4,0,8
121,0,0,0,0,0,0,0,0,120,8,6,0,8
201,4,0,4,0,0,0,0,0,200,5,3,0,8
201,6,0,2,0,0,0,0,0,200,6,3,0,8
201,5,0,2,0,0,0,0,0,200,7,6,0,8
321,14,0,9,0,5,2,0,0,320,6,2,1,8
321,12,0,6,0,5,2,0,0,320,4,1,1,8
321,11,0,10,0,3,2,0,0,320,6,1,2,8
41,2,1,0,0,0,1,5,1,40,5,2,0,9
41,1,1,0,0,0,0,2,1,40,5,3,0,9
41,0,0,0,0,0,0,4,0,40,6,3,0,9
81,3,0,1,0,0,0,0,0,80,7,6,0,9
81,4,0,1,0,0,0,0,0,80,6,2,0,9
81,0,0,0,0,0,0,0,0,80,6,4,0,9
121,14,0,6,0,0,0,0,0,120,6,3,0,9
121,4,0,3,0,0,1,0,0,120,5,4,0,9
121,6,0,4,0,0,0,0,0,120,4,2,0,9
201,13,3,5,0,4,1,0,0,200,6,4,1,9
201,14,1,10,0,1,0,0,0,200,6,2,0,9
201,12,0,8,0,0,0,0,0,200,6,3,0,9
321,19,2,15,0,12,1,0,0,320,4,0,1,9
321,17,2,14,0,9,1,0,0,320,5,3,1,9
321,16,2,12,0,7,1,0,0,320,4,1,1,9
401,22,2,10,0,11,1,0,0,400,2,0,1,9
401,16,2,11,0,10,1,0,0,400,5,2,1,9
401,20,3,16,1,15,1,0,0,400,4,0,1,9
41,1,0,0,0,0,1,3,0,40,6,4,1,10
41,3,0,1,0,0,1,3,0,40,3,1,1,10
41,5,0,1,0,0,0,6,0,40,3,0,0,10
81,2,0,0,0,0,1,2,0,80,5,1,1,10
81,0,0,0,0,0,0,0,0,80,0,0,0,10
81,1,0,0,0,0,1,1,0,80,4,3,1,10
121,2,0,1,0,0,1,1,0,120,8,2,1,10
121,2,0,0,0,0,2,2,0,120,6,3,2,10
121,1,0,1,0,0,1,1,0,120,4,0,1,10
201,2,1,1,1,1,1,1,0,200,5,2,0,10
201,2,0,1,0,0,1,1,0,200,1,0,0,10
201,1,0,1,0,1,1,0,0,200,2,1,1,10
321,6,1,3,0,3,3,1,0,320,5,0,3,10
321,5,1,4,1,3,1,0,0,320,3,1,1,10
321,6,0,4,0,1,1,0,0,320,2,1,1,10
401,5,1,2,1,2,1,0,0,400,2,0,1,10
401,11,1,9,1,4,1,0,0,400,2,0,1,10
401,8,1,4,1,2,1,0,0,400,2,1,1,10
41,0,0,0,0,0,0,3,0,40,4,2,0,11
41,2,0,1,0,0,0,2,0,40,3,1,0,11
41,1,0,0,0,0,1,4,0,40,8,5,1,11
81,1,0,0,0,0,1,1,0,80,7,3,1,11
81,0,0,0,0,0,0,0,0,80,4,4,0,11
81,0,0,0,0,0,0,0,0,80,6,3,0,11
121,1,0,0,0,0,0,0,0,120,6,5,0,11
121,0,0,0,0,0,0,0,0,120,3,3,0,11
121,2,0,1,0,0,0,0,0,120,4,4,0,11
201,2,0,1,0,0,0,0,0,200,5,3,0,11
201,5,0,2,0,0,0,0,0,200,5,1,0,11
201,4,0,1,0,0,0,0,0,200,3,1,0,11
321,10,0,5,0,1,1,0,0,320,3,0,1,11
321,17,1,6,0,2,1,0,0,320,4,1,1,11
321,21,1,9,0,2,0,0,0,320,4,2,0,11
401,14,1,7,0,9,1,0,0,400,4,0,1,11
401,23,0,11,0,5,1,0,0,400,3,0,1,11
401,14,0,6,0,4,1,0,0,400,5,2,1,11
41,1,0,0,0,0,0,1,0,40,9,8,0,12
41,0,0,0,0,0,3,6,0,40,3,1,1,12
41,2,0,1,0,0,2,3,0,40,6,4,1,12
81,4,0,2,0,0,0,1,0,80,7,2,0,12
81,0,0,0,0,0,0,0,0,80,5,3,0,12
81,1,0,1,0,0,0,0,0,80,2,0,0,12
121,4,0,1,0,0,0,0,0,120,8,5,0,12
121,6,0,3,0,0,0,0,0,120,7,5,0,12
121,6,0,2,0,0,0,0,0,120,7,2,0,12
201,15,2,10,0,3,2,1,0,200,6,3,2,12
201,8,0,4,0,2,1,0,0,200,6,1,1,12
201,12,0,7,0,2,1,0,0,200,5,2,1,12
321,14,1,9,1,8,2,0,0,320,5,1,2,12
321,18,1,9,0,5,2,0,0,320,5,1,2,12
321,15,2,10,1,10,3,0,0,320,5,1,3,12
401,13,2,11,1,13,1,0,0,400,4,1,1,12
401,14,1,8,1,12,3,0,0,400,6,1,3,12
401,20,3,10,2,15,3,0,0,400,5,1,3,12
41,4,1,2,0,0,2,5,1,40,5,2,1,13
41,5,0,3,0,0,1,5,0,40,5,3,0,13
41,1,0,1,0,0,2,3,0,40,5,3,1,13
81,3,0,1,0,0,2,3,0,80,7,3,2,13
81,4,1,3,0,1,2,2,1,80,6,2,2,13
81,4,1,1,0,1,3,4,1,80,6,2,2,13
121,3,0,2,0,0,0,0,0,120,6,2,0,13
121,3,0,2,0,0,2,1,0,120,9,4,2,13
121,3,0,2,0,0,1,1,0,120,4,2,1,13
201,9,0,8,0,1,2,1,0,200,5,1,2,13
201,14,0,9,0,2,2,0,0,200,8,4,2,13
201,7,1,5,0,2,3,1,0,200,5,1,3,13
321,14,6,9,4,9,3,0,0,320,5,1,3,13
321,11,0,7,0,1,1,0,0,320,4,1,1,13
321,20,3,12,2,6,2,0,0,320,4,2,2,13
401,8,0,5,0,2,2,0,0,400,5,3,2,13
401,19,5,11,2,8,2,0,0,400,2,0,2,13
401,16,4,12,4,7,2,0,0,400,6,3,2,13
41,1,0,1,0,0,1,2,0,40,3,3,0,14
41,0,0,0,0,0,0,3,0,40,2,2,0,14
41,1,1,0,0,0,0,3,0,40,4,1,0,14
81,0,0,0,0,0,0,0,0,80,2,2,0,14
81,1,0,0,0,0,1,1,0,80,6,2,1,14
81,2,0,0,0,0,1,1,0,80,1,1,0,14
121,0,0,0,0,0,0,0,0,120,1,0,0,14
121,3,0,1,0,0,1,1,0,120,3,2,1,14
121,2,0,1,0,0,1,0,0,120,1,0,1,14
201,4,1,4,1,1,1,1,0,200,4,1,1,14
201,3,0,1,0,1,1,0,0,200,1,0,1,14
201,3,0,1,0,0,0,0,0,200,3,1,0,14
321,4,0,3,0,1,1,0,0,320,1,0,1,14
321,11,0,4,0,1,1,0,0,320,1,0,1,14
321,6,0,3,0,2,1,0,0,320,1,0,1,14
401,4,0,2,0,1,1,0,0,400,1,0,1,14
401,7,0,1,0,2,1,0,0,400,1,0,1,14
401,11,0,8,0,3,1,0,0,400,1,0,1,14
41,0,0,0,0,0,0,3,0,40,5,3,0,15
41,0,0,0,0,0,0,2,0,40,3,3,0,15
41,0,0,0,0,0,0,2,0,40,5,4,0,15
81,0,0,0,0,0,0,0,0,80,4,4,0,15
81,0,0,0,0,0,1,1,0,80,4,2,1,15
81,0,0,0,0,0,0,0,0,80,3,2,0,15
121,2,0,1,0,0,0,0,0,120,4,2,0,15
121,1,0,1,0,0,0,0,0,120,5,4,0,15
121,1,0,0,0,0,0,0,0,120,5,4,0,15
201,1,0,1,0,0,0,0,0,200,4,3,0,15
201,2,0,1,0,0,0,0,0,200,3,2,0,15
201,4,0,2,0,1,1,0,0,200,3,2,1,15
321,5,0,0,0,2,1,0,0,320,2,1,1,15
321,7,1,4,1,2,1,0,0,320,2,0,1,15
321,8,0,1,0,1,1,0,0,320,2,1,1,15
401,8,0,3,0,3,1,0,0,400,2,1,1,15
401,8,0,3,0,3,1,0,0,400,1,0,1,15
401,8,0,3,0,3,1,0,0,400,2,1,1,15
41,0,0,0,0,0,0,2,0,40,3,2,0,16
41,2,0,0,0,0,0,2,0,40,6,4,0,16
41,2,1,0,0,0,0,4,1,40,8,4,0,16
81,1,0,0,0,0,1,2,0,80,3,2,1,16
81,1,0,1,0,0,1,1,0,80,5,3,1,16
81,1,0,0,0,0,0,1,0,80,4,2,0,16
121,2,0,0,0,1,2,1,0,120,4,0,1,16
121,1,0,0,0,0,2,1,0,120,2,1,1,16
121,4,0,2,0,0,0,0,0,120,4,2,0,16
201,2,0,0,0,0,1,0,0,200,2,0,1,16
201,1,0,0,0,0,2,1,0,200,2,0,1,16
201,2,0,0,0,1,3,1,0,200,4,1,3,16
321,7,0,0,0,2,2,0,0,320,2,0,2,16
321,4,2,0,0,3,3,2,0,320,2,1,1,16
321,7,2,3,0,4,3,1,0,320,2,0,2,16
401,10,2,1,0,4,1,0,0,400,1,0,1,16
401,12,2,2,0,4,1,0,0,400,1,0,1,16
401,9,1,1,0,3,1,0,0,400,2,1,1,16
41,0,0,0,0,0,0,1,0,40,6,5,0,17
41,0,0,0,0,0,0,3,0,40,4,2,0,17
41,0,0,0,0,0,0,2,0,40,2,2,0,17
81,2,0,1,0,0,0,0,0,80,3,3,0,17
81,2,0,2,0,0,1,1,0,80,4,3,1,17
81,1,0,0,0,0,1,1,0,80,3,2,1,17
121,2,0,1,0,0,0,0,0,120,2,2,0,17
121,2,0,1,0,0,1,1,0,120,5,0,1,17
121,3,2,2,2,2,2,2,0,120,5,2,1,17
201,4,0,1,0,0,0,0,0,200,3,1,0,17
201,11,0,6,0,1,1,0,0,200,3,1,1,17
201,3,0,1,0,0,0,0,0,200,2,1,0,17
321,16,0,5,0,1,1,0,0,320,3,0,1,17
321,12,0,3,0,1,1,0,0,320,3,0,1,17
321,18,0,9,0,1,1,0,0,320,3,1,1,17
41,0,0,0,0,0,0,2,0,40,6,4,0,18
41,0,0,0,0,0,0,2,0,40,7,5,0,18
41,1,1,0,0,0,0,3,1,40,5,3,0,18
81,1,0,0,0,0,1,1,0,80,5,4,1,18
81,1,0,1,0,0,1,1,0,80,3,1,1,18
81,2,0,2,0,0,3,3,0,80,3,0,3,18
121,2,0,1,0,0,1,1,0,120,6,4,1,18
121,3,1,0,0,2,3,1,0,120,3,1,2,18
121,1,0,0,0,1,2,1,0,120,6,3,2,18
201,4,0,3,0,1,3,1,0,200,4,1,2,18
201,5,0,3,0,1,1,0,0,200,4,2,1,18
201,6,0,4,0,2,2,0,0,200,3,1,1,18
321,15,1,4,0,4,1,0,0,320,2,0,1,18
321,9,1,3,1,3,1,0,0,320,2,1,1,18
321,9,1,2,0,3,1,0,0,320,2,0,1,18
41,1,0,1,0,0,2,3,0,40,7,4,2,19
41,1,0,0,0,0,0,3,0,40,5,3,0,19
41,2,0,1,0,0,2,3,0,40,7,5,1,19
81,2,0,2,0,0,2,2,0,80,4,0,2,19
81,6,0,2,0,0,2,2,0,80,5,2,1,19
81,2,1,1,1,1,1,1,0,80,4,3,1,19
121,2,0,2,0,0,1,1,0,120,4,4,0,19
121,5,0,4,0,0,2,2,0,120,5,2,2,19
121,3,0,1,0,0,1,1,0,120,8,5,1,19
201,14,1,10,1,2,2,1,0,200,5,1,2,19
201,5,0,3,0,0,0,0,0,200,4,2,0,19
201,9,2,6,2,3,2,1,0,200,4,1,2,19
321,19,1,13,1,4,1,0,0,320,1,0,1,19
321,20,1,13,1,5,1,0,0,320,2,1,1,19
321,23,2,16,2,8,2,0,0,320,1,0,1,19
41,2,0,0,0,0,1,3,0,40,8,5,1,20
41,0,0,0,0,0,3,4,0,40,8,4,3,20
41,1,0,0,0,0,2,5,0,40,4,2,1,20
81,3,0,2,0,0,2,3,0,80,4,2,1,20
81,1,0,0,0,0,1,1,0,80,6,2,1,20
81,4,0,2,0,0,0,0,0,80,3,1,0,20
121,3,0,3,0,0,0,0,0,120,5,4,0,20
121,5,0,4,0,0,0,0,0,120,6,3,0,20
121,5,0,5,0,0,0,0,0,120,1,1,0,20
201,7,0,5,0,1,0,0,0,200,4,0,0,20
201,10,1,7,1,3,2,1,0,200,6,2,2,20
201,8,1,4,1,3,1,1,0,200,5,1,1,20
321,10,1,8,1,6,1,0,0,320,4,0,1,20
321,12,1,8,1,6,1,0,0,320,4,0,1,20
321,10,1,7,1,7,1,0,0,320,4,0,1,20
41,2,1,0,0,0,1,3,1,40,2,1,0,21
41,1,0,0,0,0,1,3,0,40,3,3,0,21
41,0,0,0,0,0,1,1,0,40,6,5,1,21
81,2,0,0,0,0,0,2,0,80,4,2,0,21
81,3,0,1,0,0,1,1,0,80,3,1,1,21
81,0,0,0,0,0,0,0,0,80,3,2,0,21
121,5,0,4,0,0,2,1,0,120,5,1,2,21
121,5,0,3,0,0,0,0,0,120,4,1,0,21
121,2,0,1,0,0,0,0,0,120,1,0,0,21
201,0,0,0,0,1,1,0,0,200,1,0,1,21
201,1,0,1,0,1,1,0,0,200,4,1,1,21
201,0,0,0,0,1,1,0,0,200,1,0,1,21
321,12,0,8,0,3,1,0,0,320,1,0,1,21
321,7,0,6,0,2,1,0,0,320,1,0,1,21
321,6,0,5,0,1,1,0,0,320,1,0,1,21
41,3,1,0,0,0,0,3,1,40,8,5,0,22
41,3,0,0,0,0,1,7,0,40,7,1,1,22
41,3,0,3,0,0,4,5,0,40,8,3,4,22
81,2,0,0,0,0,1,1,0,80,5,3,1,22
81,1,0,0,0,0,1,1,0,80,5,2,1,22
81,7,1,3,0,0,1,3,1,80,4,1,1,22
121,15,3,11,1,4,3,2,0,120,5,3,1,22
121,8,0,4,0,1,1,0,0,120,7,2,1,22
121,5,0,3,0,1,1,0,0,120,9,6,1,22
201,12,1,8,0,2,1,1,0,200,6,2,1,22
201,12,1,6,0,3,1,0,0,200,3,1,1,22
201,11,1,5,0,2,2,1,0,200,3,0,1,22
321,17,6,11,2,18,2,0,0,320,4,0,1,22
321,25,6,18,3,22,1,0,0,320,4,1,1,22
321,18,6,13,3,22,2,0,0,320,4,1,2,22
401,20,11,13,7,33,2,0,0,400,2,0,2,22
401,23,6,15,4,25,3,1,0,400,3,0,3,22
401,17,6,11,3,30,2,1,0,400,4,1,2,22
41,0,0,0,0,0,0,1,0,40,3,3,0,23
41,2,0,0,0,0,0,2,1,40,6,4,0,23
41,3,0,1,0,0,0,3,0,40,7,6,0,23
81,3,0,0,0,0,0,1,0,80,6,2,0,23
81,2,0,2,0,0,2,2,0,80,5,2,1,23
81,1,0,1,0,0,0,0,0,80,7,4,0,23
121,1,0,0,0,0,0,0,0,120,4,2,0,23
121,2,0,0,0,0,0,0,0,120,6,6,0,23
121,7,1,3,0,2,2,1,0,120,6,3,2,23
201,7,0,4,0,0,0,0,0,200,5,3,0,23
201,5,1,1,0,3,1,0,0,200,5,2,1,23
201,4,0,3,0,1,1,0,0,200,4,1,1,23
321,5,0,3,0,1,1,0,0,320,4,1,1,23
321,6,0,3,0,0,0,0,0,320,3,0,0,23
321,5,1,2,0,2,0,0,0,320,5,0,0,23
401,15,1,9,0,8,1,0,0,400,3,0,1,23
401,12,2,7,0,6,1,0,0,400,3,1,1,23
401,8,0,5,0,3,1,0,0,400,4,0,1,23
41,2,0,1,0,0,0,3,0,40,8,5,0,24
41,1,0,0,0,0,2,5,0,40,6,2,2,24
41,1,0,0,0,0,1,3,1,40,6,5,0,24
81,1,0,1,0,0,0,0,0,80,7,6,0,24
81,1,0,0,0,0,0,1,0,80,4,1,0,24
81,1,0,0,0,0,1,1,0,80,7,4,1,24
121,1,0,0,0,0,0,0,0,120,0,0,0,24
121,2,0,0,0,0,1,1,0,120,6,5,1,24
121,2,0,1,0,0,1,1,0,120,7,4,1,24
201,6,0,4,0,1,1,0,0,200,5,4,1,24
201,7,0,5,0,2,1,0,0,200,6,3,1,24
201,5,0,1,0,1,1,0,0,200,5,4,0,24
321,12,0,6,0,1,1,0,0,320,5,3,0,24
321,7,0,1,0,0,0,0,0,320,5,3,0,24
321,9,0,4,0,1,1,0,0,320,4,1,1,24
401,18,0,7,0,3,0,0,0,400,3,0,0,24
401,13,1,10,0,3,1,0,0,400,5,2,1,24
401,14,0,7,0,2,1,0,0,400,3,2,1,24
41,4,0,0,0,0,0,4,0,40,5,2,0,25
41,2,1,1,0,0,1,3,1,40,9,6,1,25
41,3,0,1,0,0,1,3,0,40,8,5,1,25
81,10,2,8,0,1,1,2,1,80,6,1,1,25
81,5,1,2,0,1,1,1,1,80,7,3,1,25
81,10,1,6,0,0,0,1,1,80,7,3,0,25
121,13,1,6,0,1,1,1,0,120,5,1,1,25
121,7,0,4,0,1,1,0,0,120,6,3,1,25
121,9,0,4,0,1,1,0,0,120,4,2,1,25
201,17,1,9,0,4,2,1,0,200,6,0,2,25
201,21,3,13,1,10,2,0,0,200,5,0,2,25
201,18,2,10,1,5,1,0,0,200,6,1,1,25
321,23,12,11,6,33,5,1,0,320,5,0,4,25
321,20,11,15,9,32,6,0,0,320,6,0,6,25
321,24,12,18,8,28,3,0,0,320,4,0,2,25
401,29,18,14,8,45,5,0,0,400,5,0,5,25
401,30,25,25,20,48,5,1,0,400,5,0,5,25
401,24,17,20,15,44,6,0,0,400,5,0,5,25
41,0,0,0,0,0,0,0,0,40,3,3,0,26
41,0,0,0,0,0,0,1,0,40,6,5,0,26
41,1,0,0,0,0,1,4,0,40,4,1,0,26
81,0,0,0,0,0,0,0,0,80,4,4,0,26
81,2,0,1,0,0,0,0,0,80,5,5,0,26
81,3,0,2,0,0,0,0,0,80,5,3,0,26
121,2,0,0,0,0,0,0,0,120,3,1,0,26
121,9,0,5,0,1,1,0,0,120,5,3,1,26
121,4,0,3,0,1,2,0,0,120,2,1,1,26
201,17,0,8,0,0,0,0,0,200,6,3,0,26
201,3,0,1,0,0,0,0,0,200,4,1,0,26
201,5,0,3,0,0,0,0,0,200,4,1,0,26
321,22,0,12,0,3,1,0,0,320,4,1,1,26
321,20,0,11,0,3,2,0,0,320,4,1,2,26
321,24,1,16,0,6,2,0,0,320,5,2,2,26
401,25,1,18,1,15,2,0,0,400,4,1,2,26
401,25,1,17,1,14,2,0,0,400,4,1,2,26
401,25,2,17,2,13,2,0,0,400,4,0,2,26
41,0,0,0,0,0,2,4,0,40,2,2,0,27
41,1,0,0,0,0,0,1,0,40,6,5,0,27
41,4,0,3,0,0,1,4,1,40,3,2,0,27
81,0,0,0,0,0,0,0,0,80,2,1,0,27
81,1,0,0,0,0,1,1,0,80,6,3,1,27
81,0,0,0,0,0,0,0,0,80,4,3,0,27
121,0,0,0,0,0,0,0,0,120,3,1,0,27
121,0,0,0,0,0,0,0,0,120,5,3,0,27
121,0,0,0,0,0,0,0,0,120,4,3,0,27
201,0,0,0,0,0,0,0,0,200,2,2,0,27
201,2,0,2,0,1,1,0,0,200,3,1,1,27
201,0,0,0,0,0,0,0,0,200,3,1,0,27
321,4,0,3,0,1,1,0,0,320,4,1,1,27
321,10,0,8,0,2,2,0,0,320,2,0,2,27
321,6,0,5,0,3,3,0,0,320,3,0,3,27
401,10,0,7,0,3,1,0,0,400,1,0,1,27
401,16,0,11,0,2,1,0,0,400,3,2,1,27
401,11,0,8,0,2,1,0,0,400,3,1,1,27
41,2,0,0,0,0,0,4,0,40,4,3,0,28
41,5,0,1,0,0,0,4,1,40,6,3,0,28
41,2,0,0,0,0,1,3,0,40,9,6,1,28
81,3,0,3,0,0,0,0,0,80,7,5,0,28
81,5,0,2,0,0,1,2,0,80,6,2,1,28
81,1,0,0,0,0,1,1,0,80,6,4,0,28
121,5,0,3,0,0,2,2,0,120,7,3,2,28
121,9,2,4,1,2,3,3,0,120,5,2,1,28
121,2,0,1,0,1,1,0,0,120,7,7,0,28
201,21,1,12,0,6,1,0,0,200,7,4,1,28
201,14,2,9,0,4,3,2,0,200,6,4,1,28
201,17,2,6,0,4,2,0,0,200,9,4,2,28
321,28,7,18,4,22,3,0,0,320,8,2,3,28
321,26,5,17,1,18,3,1,0,320,6,2,2,28
321,23,5,15,3,17,3,1,0,320,5,2,1,28
401,26,10,18,8,36,2,0,0,400,7,2,2,28
401,32,11,25,9,37,4,1,0,400,8,2,4,28
401,25,8,15,3,38,5,1,0,400,6,0,3,28
41,1,0,0,0,0,0,5,1,40,6,3,0,29
41,1,0,0,0,0,0,2,0,40,6,4,0,29
