текст,seed,токенов,стоков,"доля стоков, %",со стоками: крупный,со стоками: мелкий,со стоками: средний,без стоков: крупный,без стоков: мелкий,без стоков: средний
34,5,1032,23,2.2286821705426356,18.42143164794731,3.5757616650255954,14.01652935022627,16.78191560684891,4.361001657865384,14.340552680463137
35,0,422,10,2.3696682464454977,15.510709603129861,4.014584952205792,15.405992739757409,19.531961245801636,5.0456922939174325,17.503338276151542
35,1,422,10,2.3696682464454977,16.591959864451535,3.995615366411905,16.44264571046102,18.871811431174056,4.768299773623495,17.077516610296804
35,2,422,10,2.3696682464454977,16.943732976487233,3.7714392862456956,16.355368124870246,19.116530596589808,4.303937573059966,17.24421162084841
35,3,422,10,2.3696682464454977,16.134518224997528,4.082341805642337,16.969893442024997,20.020981050685652,4.968866137148888,18.17350057885868
35,4,422,10,2.3696682464454977,14.934638030149841,4.163146519089743,15.766075116592916,20.330314027223825,4.654467971452284,18.269947953720326
35,5,422,10,2.3696682464454977,17.132560314146318,3.8530261940218296,16.398854427801478,21.018986499941466,4.944688972182418,18.369839995372764
36,0,361,11,3.0470914127423825,19.594237006725393,3.7415711322929472,16.21570227765691,28.323714346743,4.888537277728937,18.6977849962825
36,1,361,11,3.0470914127423825,20.342565738053917,3.571242703814026,16.522792910777223,26.423382581747934,4.350475828687399,17.65673871568334
36,2,361,11,3.0470914127423825,20.953010654475218,3.593469951574529,17.43921554044343,26.432478147316406,4.159654707439594,17.3749670887346
36,3,361,11,3.0470914127423825,20.51801995359535,3.4488787890545645,16.73205056476827,26.04433925390111,4.3441372234800095,18.16604082928282
36,4,361,11,3.0470914127423825,20.90091765454217,3.8717460223571294,17.225950417308177,27.468617742472517,4.59552334537089,18.544300645922398
36,5,361,11,3.0470914127423825,20.977844589465747,3.9313208788323335,16.83843480135364,26.022608710304755,4.201225941333678,18.1759756262039
37,0,478,13,2.7196652719665275,16.29138729096838,3.8558609780178137,11.328075703036482,19.013817938636812,4.7544568975574135,12.678503722546736
37,1,478,13,2.7196652719665275,14.475863494079018,3.783370410812148,10.5624401045356,18.816057149461408,4.499712097217255,12.253761123418904
37,2,478,13,2.7196652719665275,15.016013914485534,3.8528776683825354,10.960974589337814,18.44356306000747,4.188046857632321,12.259215344243948
37,3,478,13,2.7196652719665275,15.074260722993683,4.045146164781336,11.307974166265549,18.63375398578926,4.932363227137879,11.641468643854404
37,4,478,13,2.7196652719665275,15.040620629355487,3.7048061672322516,11.478215386017222,18.120530478296345,4.802239683902877,11.562109305569408
37,5,478,13,2.7196652719665275,14.823984377345901,3.6685750128174375,10.801613850787588,18.64615663674313,4.1259093580844715,11.580000768394605
38,0,494,13,2.631578947368421,16.20737838404522,3.6342789042114547,13.153616846107088,17.511172263580892,4.4527169045730295,13.204102500711807
38,1,494,13,2.631578947368421,15.396636481507109,3.7480942208499743,12.501144767714308,18.661346988200343,4.659726189584381,13.330423479070248
38,2,494,13,2.631578947368421,15.36709445790048,3.709898967117783,12.556801033272233,17.770674387901217,4.568519730759026,13.009802476393114
38,3,494,13,2.631578947368421,16.15379200345246,4.162649497772056,13.266398586173775,19.646311224592203,4.808652474221248,13.31856502750855
38,4,494,13,2.631578947368421,14.101866512235079,3.878008588263468,12.484092129170666,17.377356389973553,4.924495153218849,13.158122286933368
38,5,494,13,2.631578947368421,15.119515130883514,3.7104076168118665,12.679033358636147,17.46916659343595,5.032408700749216,12.41062607549876
39,0,348,7,2.0114942528735633,14.454670794129933,3.9372257151171395,13.977112821843738,16.506066488594062,3.985609290961989,14.80091730760058
39,1,348,7,2.0114942528735633,14.844287547870383,3.7456973967677905,14.236687919665616,16.84914711696463,4.087595019690776,15.226318303257978
39,2,348,7,2.0114942528735633,13.844562364630685,3.4271996290093334,13.783401034614064,16.65719409562196,4.6130240272728305,14.957803107223691
39,3,348,7,2.0114942528735633,14.601226015393081,3.458413350863811,13.25013023820891,17.08681229858227,4.1137856052444945,14.600523870165222
39,4,348,7,2.0114942528735633,15.09955953329478,3.5435894239745274,14.177811008841042,16.480138118617152,3.990482514988725,14.345070099089014
39,5,348,7,2.0114942528735633,13.98208701409683,3.9315532289415773,13.87832507513914,16.403642092993927,4.15502119344938,14.710698628798639
