условие,текст,длина,тип,масштаб
исходный,44,0.4214315486171952,повтор токена,32.84071720483657
исходный,44,0.4587553496577648,повтор токена,32.84071720483657
исходный,44,0.8000890229874272,служ./пункт.,32.84071720483657
исходный,44,0.7481504001425434,служ./пункт.,32.84071720483657
перемешивание,44,0.8204680260746284,служ./пункт.,30.621376311032453
перемешивание,44,0.32215379907372776,повтор токена,30.621376311032453
перемешивание,44,0.7540765200046108,прочее,30.621376311032453
перемешивание,44,0.45505880108198765,повтор токена,30.621376311032453
перемешивание,44,0.3774166970051418,повтор токена,30.621376311032453
перемешивание,44,0.45614106095658247,повтор токена,30.621376311032453
перемешивание,44,0.42617383588829577,повтор токена,30.621376311032453
перемешивание,44,0.5284382655603469,повтор токена,30.621376311032453
перемешивание,44,0.7435698623364208,служ./пункт.,30.621376311032453
перемешивание,44,0.7080796956853412,прочее,30.621376311032453
перемешивание,44,0.7484409496427715,служ./пункт.,30.621376311032453
перемешивание,44,0.7390250132830837,служ./пункт.,30.621376311032453
перемешивание,44,0.7957421854982196,прочее,30.621376311032453
перемешивание,44,0.6771805504727652,прочее,30.621376311032453
перемешивание,44,0.43865423244806867,повтор токена,30.621376311032453
перемешивание,44,0.7398190089171084,два смысловых,30.621376311032453
перемешивание,44,0.7211668202118602,служ./пункт.,30.621376311032453
перемешивание,44,0.7036120905879039,прочее,30.621376311032453
перемешивание,44,0.3173132831872647,повтор токена,30.621376311032453
перемешивание,44,0.7144773656736101,прочее,30.621376311032453
перемешивание,44,0.6615212045548761,два смысловых,30.621376311032453
перемешивание,44,0.7118324197562849,два смысловых,30.621376311032453
перемешивание,44,0.6541657236143652,два смысловых,30.621376311032453
перемешивание,44,0.6818045156154692,два смысловых,30.621376311032453
перемешивание,44,0.734978904560725,два смысловых,30.621376311032453
перемешивание,44,0.0749610216467525,сток,30.621376311032453
перемешивание,44,0.722518842861242,служ./пункт.,30.621376311032453
перемешивание,44,0.5153681952562749,повтор токена,30.621376311032453
перемешивание,44,0.49612677966321217,повтор токена,30.621376311032453
перемешивание,44,0.6706455444703152,служ./пункт.,30.621376311032453
перемешивание,44,0.705809634483601,служ./пункт.,30.621376311032453
перемешивание,44,0.6347556284422442,служ./пункт.,30.621376311032453
перемешивание,44,0.5388046611231557,повтор токена,30.621376311032453
перемешивание,44,0.013100281513153523,сток,30.621376311032453
перемешивание,44,0.8172537215978373,два смысловых,30.621376311032453
перемешивание,44,0.547716063582132,повтор токена,30.621376311032453
перемешивание,44,0.6646747999690569,служ./пункт.,30.621376311032453
перемешивание,44,0.7424097529224751,прочее,30.621376311032453
перемешивание,44,0.7431460544092,служ./пункт.,30.621376311032453
перемешивание,44,0.3833435432629671,повтор токена,30.621376311032453
перемешивание,44,0.8331876754644676,служ./пункт.,30.621376311032453
перемешивание,44,0.6649914855799609,два смысловых,30.621376311032453
перемешивание,44,0.7786962932099288,два смысловых,30.621376311032453
