mode,q,d_hat,d_se,slope,intercept,r2,resid_rmse,resid_max,slope_se,n_points,n_min,n_max,L,config,text
q_small,0.3,27.066331738738935,4.729323895586512,0.963053730012156,3.0969036173760864,0.9998652148041469,0.006436931230298296,0.01101059959385342,0.006455654175560711,5,25,128,128,legacy,xsum_28
q_small,0.6,24.58845442346387,5.127829694949328,0.9593305059855354,2.6144171963339495,0.999765563525755,0.008456871725208696,0.014119796948214969,0.008481470022244569,5,25,128,128,legacy,xsum_28
q_small,0.9,26.565139595569136,5.997476050981195,0.9623566819062832,1.331513506659086,0.9997660968001763,0.008473892094142633,0.016715577040677054,0.008498539897911526,5,25,128,128,legacy,xsum_28
q0.5_range,0.0,10.186961468179444,2.372798689690796,0.9018353016133756,2.7028000126090674,0.998075254937853,0.022798704979518216,0.028383455155867487,0.022865019018011634,5,25,128,128,legacy,xsum_28
q0.5_range,0.3,21.378879742524553,2.1336693889537317,0.9532248643500759,2.7601330120213765,0.9999280528228964,0.004654744523897405,0.007426449988805928,0.004668283666046578,5,25,128,128,legacy,xsum_28
q_large,0.0,14.834525491225989,2.252556388958359,0.9325896874428873,3.4726837379354594,0.9996387234150753,0.010206267930138131,0.012215882872713024,0.01023595465335339,5,25,128,128,legacy,xsum_28
q_large,0.3,12.785871558823835,2.5279269071892254,0.9217886715505228,3.0472945257234767,0.9991564716118775,0.015418511518795704,0.020231387202280793,0.015463358968126145,5,25,128,128,legacy,xsum_28
q_large,0.6,8.565668271458941,2.1738677678555733,0.8832548765246923,2.487409037368558,0.9966356063256221,0.02954263526895209,0.03591193845725904,0.029628565213402104,5,25,128,128,legacy,xsum_28
q_large,0.9,2.233915502738515,0.329059221037611,0.5523554947471743,1.801777689519199,0.9590000171685769,0.0657474923263317,0.087750368831923,0.06593873045765938,5,25,128,128,legacy,xsum_28
q_small,0.0,14.834525491225989,2.252556388958359,0.9325896874428873,3.4726837379354594,0.9996387234150753,0.010206267930138131,0.012215882872713024,0.01023595465335339,5,25,128,128,legacy,xsum_28
q_small,0.3,21.362705503706835,1.4659629205086928,0.9531894497245922,3.1567348842801275,0.9999659302488382,0.0032029421172329064,0.004843315753772615,0.0032122584370434036,5,25,128,128,legacy,xsum_28
q_small,0.6,21.040876964043466,0.9639478860809076,0.9524734638338084,2.6678794926773497,0.9999843230909232,0.0021710233446925495,0.0034254208139987696,0.0021773381474754,5,25,128,128,legacy,xsum_28
q_small,0.9,30.51816059115263,7.451139008201254,0.9672326254063325,1.344354058704548,0.9997947977264173,0.007977091423639277,0.014816590053259304,0.008000294195384776,5,25,128,128,legacy,xsum_28
