текст,условие,"стоков, %",концентрация,доля на центре текста,направление без стоков,косинус со стоком,до стока,низкий PMI: косинус со стоком,низкий PMI: до стока,высокий PMI: косинус со стоком,высокий PMI: до стока,доля на общей оси
32,перемешивание,1.4925373134328357,0.5114021301269531,0.059853315353393555,0.24801230430603027,-0.005836646072566509,1.2425095931196772,-0.017870381474494934,1.2628679065210582,-0.00378607795573771,1.2170070330129228,0.12732069194316864
33,исходный,1.9900497512437811,0.44018828868865967,0.03224949538707733,0.17434769868850708,-0.015980098396539688,1.1776555967581765,-0.04482293874025345,1.1943661914447306,0.005879612173885107,1.135684289318394,0.007961155846714973
33,чужие хапаксы,2.9850746268656714,0.40906041860580444,0.044406957924366,0.16071376204490662,-0.03196663036942482,1.2194411823481106,-0.026918886229395866,1.2056780077823737,-0.009566257707774639,1.2070959962252175,0.03624699264764786
33,перемешивание,1.4925373134328357,0.5497636198997498,0.046800240874290466,0.2861377000808716,-0.018433138728141785,1.2146508816373147,0.0008202291210182011,1.187422893659583,-0.02294466458261013,1.2216829614792575,0.1621962934732437
34,исходный,2.4875621890547266,0.3235280215740204,0.027140162885189056,0.08886262029409409,-0.01611149311065674,1.1528206081725174,-0.06130681559443474,1.1844947112894024,0.01769993267953396,1.0995390997173997,0.022672275081276894
34,чужие хапаксы,4.477611940298507,0.4203941822052002,0.034963514655828476,0.1614411175251007,-0.029768796637654305,1.1774179489735197,-0.021552322432398796,1.1600220518210598,-0.020710527896881104,1.1511469200224533,0.09757870435714722
34,перемешивание,0.9950248756218906,0.5227085947990417,0.04072966426610947,0.254883348941803,0.0005885153077542782,1.2229341379302254,0.016770213842391968,1.2168423821863152,-0.011831989511847496,1.207808105237414,0.19283835589885712
35,исходный,1.9900497512437811,0.3799956738948822,0.03259091451764107,0.13613350689411163,-0.014118465594947338,1.2978378750407484,-0.009747295640408993,1.2985653743898202,0.008821298368275166,1.2560036775939432,0.026514556258916855
35,чужие хапаксы,2.4875621890547266,0.5152171850204468,0.05351729318499565,0.2605021893978119,-0.00429866136983037,1.3606007290478759,0.00512390723451972,1.3433118567658786,-0.017699657008051872,1.3745026939067588,0.14776095747947693
35,перемешивание,3.482587064676617,0.5769788026809692,0.04926220700144768,0.32617515325546265,0.012973904609680176,1.3292745947181952,0.02439899556338787,1.3097809283697213,0.006292580161243677,1.3343048122610561,0.2572791278362274
36,исходный,1.4925373134328357,0.3999177813529968,0.04505355283617973,0.1533108651638031,-0.038786258548498154,1.3063094661816226,-0.06959187239408493,1.351356266368923,-0.002846867311745882,1.2347087438153463,0.024517204612493515
36,чужие хапаксы,2.4875621890547266,0.49780020117759705,0.050766706466674805,0.23888620734214783,-0.04977822303771973,1.3353576614160114,-0.038100700825452805,1.3063291212995511,-0.05533314496278763,1.3411061607128947,0.08408600091934204
36,перемешивание,1.4925373134328357,0.559851884841919,0.04929960519075394,0.3019225597381592,-0.01556660607457161,1.3221611360665344,-0.0027858694083988667,1.3093734285466445,-0.022763647139072418,1.3240119146294733,0.24751396477222443
37,исходный,2.4875621890547266,0.37025731801986694,0.022286998108029366,0.12916429340839386,-0.012955506332218647,1.2585181799533147,-0.06159982457756996,1.3213151130311254,0.01460286695510149,1.2058952095341253,0.013232668861746788
37,чужие хапаксы,2.9850746268656714,0.4372050166130066,0.03339223936200142,0.18460023403167725,-0.029264919459819794,1.2991315679751843,-0.029652919620275497,1.2889504150814,0.013968158513307571,1.2621867462345562,0.04906222224235535
37,перемешивание,2.4875621890547266,0.5778688192367554,0.04921765625476837,0.32439640164375305,0.005723508074879646,1.3831485023876018,0.0168354082852602,1.3589919188062365,-0.017590615898370743,1.4046387706614325,0.23635753989219666
38,исходный,3.9800995024875623,0.3745330572128296,0.037333130836486816,0.1346094161272049,-0.041303642094135284,1.2887612701952336,-0.07949168980121613,1.330910739474058,-0.016576390713453293,1.2565028247057874,0.010886629112064838
38,чужие хапаксы,2.9850746268656714,0.468898743391037,0.03224029392004013,0.21559134125709534,-0.010636414401233196,1.2956856611833056,-0.020871052518486977,1.2984886124088533,0.01774606481194496,1.270939997448839,0.07521334290504456
38,перемешивание,2.9850746268656714,0.5875313878059387,0.048285357654094696,0.33833929896354675,-0.002417823299765587,1.3397246030605814,0.009571642614901066,1.3234192955809982,-0.02035588026046753,1.3544117345416022,0.2699693441390991
39,исходный,1.9900497512437811,0.3996981382369995,0.03059140220284462,0.15568041801452637,-0.012399367988109589,1.2817067059910996,-0.023757610470056534,1.2898668996975426,0.0016246618470177054,1.2610022601382858,0.019253462553024292
39,чужие хапаксы,1.4925373134328357,0.5304945111274719,0.03646954521536827,0.26942676305770874,-0.0053352974355220795,1.311394762519139,0.0073458473198115826,1.2880838429399153,-0.004213307052850723,1.323653798375103,0.11095172166824341
39,перемешивание,1.4925373134328357,0.5910210609436035,0.04917885363101959,0.34278547763824463,0.02213216945528984,1.3678311130589358,0.02154044434428215,1.3569044444615226,0.0050638699904084206,1.3724009795314434,0.22683626413345337
