набор,текст,условие,каркас: черешок ср,каркас: ребро CV,до ближайшего повторного,одиночки: до ближайшей,каркас: ребро у одиночек ср,"каркас: доля рёбер одиночка-одиночка, %",одиночки: размер цепи,одиночки: разброс до ближайшей,каркас: ребро у одиночек CV,R = обменность,каркас: черешок CV,каркас: ребро ср
механические,0,без служебных,0.7763170649907559,0.12125657832288424,0.772371604547894,0.7712831473315837,0.7452051232288389,38.406067233295225,6.566666666666667,0.09631422392752327,0.12530700176031848,1.0437341980187345,0.11284533858465944,0.742431933607413
механические,1,исходный,0.7959668411439177,0.0936387589738954,0.8115928412119519,0.7752199022191305,0.7680195783518311,48.32836414231763,5.305882352941176,0.07765663648131049,0.09295499127429992,1.0917196746302984,0.08419385325512585,0.7630821174666335
механические,1,перемешивание,0.7960558017157376,0.09839052845522374,0.8049016007951284,0.7722469487393445,0.766389138066037,51.89212054785222,5.409217488164856,0.08082875604245227,0.09225243596548216,1.0525248630190083,0.08096365902558768,0.7666509180502007
механические,1,эхо x2,0.8072045764082972,0.08745482414447257,0.7975099540415611,0.8146573971992046,0.7823626882288602,15.26420102327693,4.843181818181818,0.07428896632430308,0.08695089279345929,1.042019541692974,0.0920730977542387,0.7762330833423877
механические,1,эхо x4,0.8152768525570115,0.09464619070429259,0.8083845846684522,0.9089761029162481,0.8106085749292543,0.5555555555555556,5.5,0.06279406935164843,0.09597895731906302,1.027137737955914,0.10250182987344754,0.801655973681075
механические,1,эхо на четверти,0.7893815370048056,0.09138367050756614,0.8029589799459175,0.7770615080294707,0.7628037260058925,41.52123392678853,5.766910866910867,0.08864997342171972,0.09356489977609339,1.0466533304762813,0.08271577089920425,0.762800296108292
механические,1,словарь к 25,0.7954497946587621,0.11404864542115334,0.8002417067872009,0.8045501741528106,0.7754064651812382,22.340453933492753,7.37037037037037,0.0929148486877629,0.10510739411194998,1.0790406588252754,0.10431060185304948,0.7653558719935942
механические,1,словарь к 60,0.792010046204171,0.09732582773889133,0.801259796184519,0.786173323734598,0.764844741419877,34.317915845612156,5.441558441558442,0.08136407266653713,0.09654871685933807,1.0860701870383982,0.08776370033096519,0.7585702778954418
механические,1,все слова разные,0.7801469935210532,0.10590332438091042,0.8269352407719893,0.7570956930856626,0.7542331498111524,66.1128469639108,6.569444444444444,0.08498364293471317,0.09849209738138621,1.0591481136455885,0.09338764372082775,0.7578078464690625
механические,1,чужие хапаксы,0.7856150957675045,0.10273231288639091,0.8162810906930464,0.763118110861502,0.7575294766842262,55.57264239751086,6.453968253968253,0.08945020238795126,0.10029916435376661,1.0942707676807715,0.09869586071232218,0.755652921812542
механические,1,хапаксы одного домена,0.7873618745076381,0.10290379659205638,0.807059338905021,0.7597269082458386,0.7571417329746701,54.644857879746816,6.20547385620915,0.08913555507877463,0.1000779471192819,1.0461829762246297,0.08802707152963474,0.7587479641171312
механические,1,20 чужих хапаксов,0.7881642244312377,0.09684870050076616,0.8121830686021264,0.7697142919048812,0.7594980115574077,50.544072315826064,6.7746031746031745,0.08363673840080547,0.09812584359524897,1.0784378476931682,0.08713102394852522,0.7595892696323636
механические,1,маркер каждые 3,0.8008066715728864,0.09249400706228383,0.815101404495674,0.7872635164631321,0.7761727594231199,47.842613780828884,5.433333333333334,0.07840268040522691,0.09183613710784606,1.0722835256382195,0.08622574309638946,0.7750225939993814
механические,1,без пунктуации,0.8030330591249509,0.10268415037365247,0.7990327527239721,0.7884719632192206,0.7713205422461318,37.60082672363374,5.734068627450981,0.08404766851207186,0.10065590619515673,1.0570456310549392,0.09329057708793821,0.7691977124538609
механические,1,без служебных,0.7801730378736328,0.0970341150583509,0.80283926689641,0.7704061429346218,0.7585182077128946,50.99062739510131,5.734848484848484,0.08063980909484726,0.0936574359748946,1.0841424640578692,0.08824420012928617,0.7549538388938305
механические,2,исходный,0.7901048722716681,0.12260932323855932,0.7983624758410938,0.7778336777222243,0.7631274826499942,34.82881249981307,4.735036119711043,0.09155808880834661,0.11840349595309851,1.1111317570299795,0.10752379489552984,0.7496383813654162
механические,2,перемешивание,0.7862194718464087,0.1139065470708741,0.7847794631326414,0.7742360918715437,0.7586469100217464,38.96999676929797,5.551282051282051,0.08708320422906346,0.10592089143143,1.0084503715940565,0.10580791122125348,0.7619475866518196
механические,2,эхо x2,0.7947339115520023,0.10800011745004007,0.787556073442261,0.8105531571610891,0.7720144410369295,13.57008683324473,4.074242424242424,0.08490489994354448,0.10526995897645099,1.0502794753724725,0.09597716807191192,0.7609308978135368
механические,2,эхо x4,0.8143286239924569,0.10255548314674255,0.7925089259175543,0.8513943941624905,0.794516326954198,5.63436172591102,4.0,0.05402571402336265,0.09515214226656304,1.0436393063933302,0.0950558351336207,0.7766792962771857
механические,2,эхо на четверти,0.7782259109108542,0.11508509889791897,0.7885784433513997,0.7718441735255959,0.750425496030981,33.98142431303817,4.730438842203548,0.08986811512567168,0.11546185180555563,1.0740332238274843,0.10784090180280864,0.7457494421894953
механические,2,словарь к 25,0.7784625372758981,0.12703943021096947,0.7694094431362012,0.8159280227560131,0.7604709903235617,9.508009317373356,5.0059523809523805,0.10182899404203184,0.11933676020627108,1.0698191038332876,0.11270569775248652,0.7457772329597147
механические,2,словарь к 60,0.7777906816750199,0.11649825825554844,0.7795163334832287,0.7799333375320079,0.7483323905107785,27.778090502548707,5.011111111111111,0.09044988789261359,0.11214565172132761,1.0663324303811361,0.10593714060983257,0.7466616245226451
механические,2,все слова разные,0.7956077599418651,0.12185621689981048,0.8648029013143939,0.7600722668973593,0.765209129172299,78.47084111961041,6.462213225371119,0.09995288281709742,0.12348862833671953,1.02605003200452,0.12127976743841778,0.7673200091628635
