текст,условие,зерно,как есть: крупный,как есть: мелкий,как есть: средний,без оси: крупный,без оси: мелкий,без оси: средний,без случайного: крупный,без случайного: мелкий,без случайного: средний
16,перемешивание,0,19.950121168545426,6.483840970337739,16.38009450009693,20.317088765959525,6.4971142381562155,16.48552092886236,19.943528840420534,6.483483293471733,16.383431105070603
16,перемешивание,1,18.97466948929154,7.027725312115338,16.55579597919797,19.422799527799224,7.040349788871872,16.74450267990381,18.960958218397817,7.0262130020423825,16.544339763328576
16,перемешивание,2,18.0104742715019,6.606280109360594,16.088192853943482,18.51287181371723,6.596167233364163,16.211077626265016,18.003054543173015,6.6072243365449745,16.078214237356978
17,исходный,0,18.72836608329288,3.667815000011104,14.050592384533525,18.969064106945602,3.677151273089174,14.180813077545201,18.732509875970138,3.668531590640364,14.045920403622489
17,исходный,1,20.66418213133624,3.7846872427096847,14.97760397981142,21.028999507431465,3.794881303321192,15.125227245154543,20.66534721328604,3.7857874681483255,14.979563009187478
17,исходный,2,20.9559413311574,3.625033836753533,15.593462143306278,21.421875497688728,3.6304222824529435,15.76300595550362,20.971505343298233,3.626079059293551,15.59662175233747
17,чужие хапаксы,0,15.584790925163471,4.434462357586763,12.428486963032302,15.781648213800691,4.447226433299186,12.59660314442583,15.586034562808424,4.43366316521231,12.427722151085735
17,чужие хапаксы,1,16.702501877842028,3.998623325621272,12.821246166680334,17.02964111016593,4.002487172033417,13.038498544254344,16.69707886045505,3.998685033005015,12.821568668257024
17,чужие хапаксы,2,16.486115712857398,4.133204640766805,12.572596230162565,16.743672440138944,4.144177837244842,12.716783419956819,16.481055693829973,4.132870387867388,12.573030130474272
17,перемешивание,0,20.511113665223515,6.226473486564345,14.35069549929484,21.213846153000485,6.245742442084668,14.558126888803466,20.514402173178365,6.226590756464354,14.348725040577975
17,перемешивание,1,19.313335532412303,6.124497455719715,14.452954361247725,20.008371602528296,6.157571605179479,14.656141757052808,19.317401865352956,6.125238987479399,14.449977110990881
